timestamp_ms,ax,ay,az,acs_adc
45531,-9.7564,-2.0889,13.811,1557
45536,-11.5616,3.1999,4.9344,1549
45541,3.8032,6.5422,7.671,1555
45546,14.4921,1.251,13.5069,1523
45551,-5.2852,-3.7517,18.5958,1557
45556,-14.1414,0.4369,6.7074,1544
45561,-2.9544,5.3079,3.7433,1545
45566,10.3908,6.7145,13.5979,1543
45571,5.3211,-5.0003,17.1952,1543
45576,-12.3649,-1.5467,10.0975,1543
45581,-9.2919,4.4377,4.3527,1555
45586,6.6295,7.3969,10.3453,1555
45591,14.2742,-2.4876,13.969,1543
45596,-8.4898,-1.992,16.8468,1541
45601,-12.7288,1.9525,5.8371,1555
45606,-0.0886,5.4803,4.7082,1541
45611,12.123,4.312,14.3377,1547
45616,-2.0602,-4.3479,18.0906,1529
45621,-11.5532,-0.8607,8.2277,1547
45626,-5.8023,5.1918,3.978,1529
45631,10.1251,7.8793,12.4894,1531
45636,10.8038,-5.0853,15.1337,1533
45641,-9.6259,-0.8547,13.5536,1544
45646,-12.4319,3.1819,5.0314,1530
45651,2.5989,6.0645,6.7935,1548
45656,11.3976,0.7554,14.5005,1541
45661,-6.6391,-3.5063,17.3628,1548
45666,-12.1757,0.3508,6.8773,1547
45671,-1.8411,5.9388,4.7262,1529
45676,12.6546,6.0178,13.3872,1548
45681,5.0937,-5.618,17.1557,1549
45686,-9.6031,-0.4561,10.0784,1542
45691,-10.4267,4.5586,4.1288,1553
45696,5.4672,6.5206,9.2404,1544
45701,9.9599,-1.8723,15.1601,1528
45706,-8.7412,-2.8587,15.4761,1555
45711,-12.5636,2.0722,5.8347,1547
45716,2.0865,6.3925,6.11,1544
45721,13.9618,3.0957,13.6493,1541
45726,-1.2127,-4.5813,18.3085,1557
45731,-10.914,-0.0407,7.8494,1553
45736,-6.705,5.1356,3.547,1545
45741,8.667,7.1012,12.1434,1545
45746,7.8973,-4.0941,16.1525,1547
45751,-10.4758,-2.1524,12.4211,1553
45756,-11.1115,3.6176,4.774,1550
45761,5.272,7.0437,8.5832,1548
45766,14.6537,-0.249,13.5524,1545
45771,-6.5158,-2.8587,18.2295,1554
45776,-12.3852,0.8918,6.6116,1559
45781,-3.0406,5.0817,3.7266,1549
45786,11.1941,6.5326,13.8924,1547
45791,3.1747,-4.7274,17.4142,1553
45796,-11.1474,-1.6975,9.8031,1559
45801,-8.2636,4.6675,4.1791,1545
45806,8.0625,8.0098,11.0109,1553
45811,12.9634,-3.1065,14.0552,1542
45816,-8.7759,-1.5969,15.852,1556
45821,-14.212,1.8663,5.7365,1533
45826,0.5938,5.4887,5.2912,1529
