timestamp_ms,ax,ay,az,acs_adc
460,3.8475,-5.0793,20.2573,1491
93465,-15.9107,-0.0599,7.9739,1493
93470,-5.8873,5.1942,3.4572,1491
93475,10.0245,4.61,9.9323,1500
93480,9.4583,-3.7134,19.3044,1492
93485,-12.9227,0.1185,10.3082,1502
93490,-9.165,4.3874,3.8954,1497
93495,8.1139,4.5777,7.7009,1503
93500,12.9323,-1.2665,18.0331,1493
93505,-10.0449,-0.3627,13.9714,1495
93510,-12.1781,3.2394,4.6196,1527
93515,5.624,4.6771,5.8,1515
93520,14.273,1.3216,16.6601,1485
93525,-7.8889,-2.2446,17.6943,1507
93530,-14.9542,2.0458,5.4696,1499
93535,2.5582,5.0326,4.3598,1491
93540,13.8864,3.31,14.9817,1501
93545,-4.1049,-4.3203,20.0682,1501
93550,-16.8265,0.8607,6.4224,1501
93555,-1.057,5.3271,3.6811,1495
93560,12.5277,4.3347,12.9478,1495
93565,1.901,-5.1655,20.5339,1489
93570,-16.6816,0.0048,7.4795,1508
93575,-4.7645,5.3247,3.4201,1491
93580,10.7188,4.6831,10.586,1499
93585,7.9511,-4.1946,19.7629,1497
93590,-14.1102,0.012,9.3757,1495
93595,-8.2756,4.6615,3.6452,1487
93600,8.7137,4.5657,8.266,1495
93605,12.2284,-1.8687,18.4485,1481
93610,-10.7967,-0.2095,12.7743,1511
93615,-11.3461,3.5506,4.3215,1484
93620,6.4189,4.6388,6.2932,1500
93625,14.0145,0.8236,17.1341,1500
93630,-8.4348,-1.7274,16.8456,1487
93635,-14.4155,2.2841,5.1415,1490
93640,3.5231,4.9656,4.713,1479
93645,14.0671,2.9305,15.518,1487
93650,-5.2541,-3.8391,19.5786,1509
93655,-16.6852,1.0199,6.1699,1510
93660,-0.0575,5.4324,3.7733,1486
93665,12.815,4.1228,13.6314,1497
93670,0.0862,-5.0159,20.3962,1496
93675,-16.5595,0.0646,7.191,1483
93680,-3.9097,5.4827,3.4656,1489
93685,11.1306,4.543,11.4598,1495
93690,6.1734,-4.5059,19.6839,1499
93695,-14.048,-0.0958,8.7963,1495
93700,-7.4627,4.8973,3.6512,1548
93705,9.3099,4.5382,9.1087,1511
93710,10.9666,-2.5941,18.5479,1485
93715,-11.1713,-0.0599,11.722,1507
93720,-10.4507,3.8199,4.2461,1493
93725,7.2377,4.5885,6.9743,1491
93730,13.5548,0.0012,17.3639,1494
93735,-9.092,-1.0786,15.5611,1499
93740,-13.3632,2.6576,5.0853,1495
93745,4.4736,4.8315,5.1475,1499
93750,14.1761,2.3846,15.87,1493
93755,-6.5481,-3.1951,18.9393,1507
93760,-15.9885,1.4281,6.0202,1493
93765,1.0139,5.2277,4.0103,1487
93770,13.3237,3.9121,14.1485,1502
93775,-1.6963,-4.8028,20.3974,1491
93780,-17.0383,0.3041,6.9192,1501
93785,-2.7725,5.4253,3.4943,1485
93790,11.7543,4.5729,11.9483,1499
93795,4.61,-4.8842,20.2023,1508
93800,-15.4163,-0.1077,8.2708,1493
93805,-6.5027,5.1583,3.5111,1496
93810,9.8078,4.5921,9.6654,1511
93815,10.0712,-3.2178,19.1141,1479
93820,-12.2643,-0.0311,10.8074,1501
93825,-9.7037,4.2234,3.8834,1503
93830,7.7369,4.5358,7.3813,1495
93835,13.2016,-0.7087,17.8643,1501
93840,-9.4942,-0.7183,14.6094,1487
93845,-12.8377,2.9928,4.6543,1493
93850,5.2445,4.7429,5.5653,1511
93855,14.1354,1.7753,16.435,1499
93860,-7.2472,-2.6276,18.1433,1496
93865,-15.7658,1.7418,5.6575,1495
93870,2.0087,5.2409,4.2401,1496
93875,13.5847,3.468,14.8405,1511
93880,-3.2058,-4.464,20.0586,1486
93885,-16.9545,0.5423,6.6092,1499
93890,-1.7585,5.5785,3.5398,1499
93895,12.0596,4.2425,12.8114,1499
93900,2.7102,-5.0135,20.0933,1495
93905,-15.5108,-0.0575,7.7584,1503
93910,-5.5964,5.375,3.4632,1513
93915,10.3681,4.4341,10.4986,1514
93920,8.4503,-3.8714,19.1955,1485
93925,-12.6246,0.0371,9.8138,1491
93930,-8.9495,4.5262,3.881,1501
93935,8.4719,4.5298,8.2121,1493
93940,12.3481,-1.5383,18.0475,1485
93945,-9.9982,-0.2837,13.3333,1500
93950,-11.9507,3.3375,4.5645,1500
93955,6.1399,4.7285,6.1268,1511
93960,14.0037,1.0247,16.7546,1493
93965,-8.0146,-1.9656,17.1042,1489
93970,-14.8045,2.0267,5.5258,1497
93975,3.1544,5.0769,4.604,1485
93980,13.8074,3.134,15.2571,1493
93985,-4.7345,-4.0235,19.7079,1509
93990,-16.6397,0.8104,6.4272,1495
93995,-0.5507,5.5498,3.7864,1499
94000,12.6115,4.2569,13.313,1481
94005,0.7673,-5.0733,20.3567,1501
94010,-16.4039,-0.0084,7.3813,1503
94015,-4.3323,5.4971,3.4668,1487
94020,10.9044,4.5789,11.0684,1491
94025,6.924,-4.4173,19.806,1531
94030,-14.1425,-0.0622,8.9627,1490
94035,-7.7752,4.8435,3.5973,1511
94040,9.0369,4.5837,8.7293,1499
94045,11.576,-2.2769,18.6101,1491
94050,-10.8529,-0.0982,12.2188,1515
94055,-10.9463,3.7541,4.1827,1484
94060,6.7349,4.6364,6.5697,1499
94065,13.8624,0.3639,17.2299,1503
94070,-8.5114,-1.4509,16.2016,1484
94075,-14.0073,2.4445,5.0805,1495
94080,3.9361,4.9907,4.8578,1495
94085,14.0719,2.7845,15.773,1501
94090,-5.7712,-3.5733,19.3715,1499
94095,-16.3536,1.1277,6.1172,1489
94100,0.4166,5.3822,3.7685,1490
94105,12.9993,4.2198,13.8672,1499
94110,-0.7745,-5.0338,20.4836,1498
94115,-16.7474,0.0024,6.9983,1512
94120,-3.45,5.4612,3.4069,1483
94125,11.3581,4.7513,11.6502,1503
94130,5.4157,-4.7142,20.1388,1509
94135,-14.7339,-0.2466,8.5042,1494
94140,-7.0653,4.9141,3.5243,1493
94145,9.5325,4.6807,9.1937,1501
94150,10.4519,-2.7521,18.907,1490
94155,-11.3377,-0.152,11.3401,1499
94160,-10.2508,3.9337,3.9959,1491
