timestamp_ms,ax,ay,az,acs_adc
19386,15.1864,2.2889,13.9079,1554
19391,1.6328,-4.4077,15.6234,1551
19396,-10.5058,-0.4992,10.6374,1559
19401,-12.7563,6.3674,4.2868,1544
19406,11.6801,6.8163,11.3796,1533
19411,9.9922,-3.7122,13.8576,1529
19416,-8.3893,-1.5742,15.5108,1545
19421,-14.5316,2.46,6.5565,1547
19426,0.8966,7.2257,5.1811,1528
19431,14.9219,0.8655,14.0719,1553
19436,-0.4824,-3.869,15.9406,1533
19441,-10.6745,-0.3472,9.6079,1575
19446,-10.9259,6.9516,3.8068,1545
19451,13.5823,6.2345,12.6546,1557
19456,8.2839,-4.0414,14.2515,1531
19461,-9.2117,-1.3635,14.5137,1573
19466,-14.8704,3.5518,5.9376,1543
19471,3.6536,6.8821,5.9448,1553
19476,14.2946,-0.1844,14.4622,1528
19481,-2.9113,-3.2884,16.3428,1563
19486,-11.327,0.0575,8.4767,1546
19491,-8.503,7.0246,3.4393,1549
19496,14.4047,5.4097,13.9402,1542
19501,6.7038,-4.4496,14.6836,1544
19506,-9.7947,-1.1528,13.2196,1553
19511,-14.6274,4.7058,5.1703,1546
19516,5.7904,6.4811,7.355,1553
19521,13.5691,-1.646,14.7435,1529
19526,-5.0458,-2.8898,16.265,1557
19531,-12.202,0.9517,7.5717,1559
19536,-5.6096,6.9743,3.5219,1543
19541,14.9769,4.2497,14.929,1545
19546,4.4831,-4.6651,15.1445,1555
19551,-10.4806,-0.9002,11.8465,1553
19556,-13.3932,5.4899,4.6268,1549
19561,8.2636,6.6511,8.9807,1544
19566,12.7767,-2.8,14.4478,1548
19571,-6.7648,-2.2637,16.198,1543
19576,-13.1106,1.5275,7.0282,1559
19581,-2.9808,6.6403,3.7409,1528
19586,14.8859,3.4093,15.0511,1548
19591,0.7949,-4.6711,15.5527,1543
19596,-10.2125,-0.9361,10.4531,1559
19601,-11.8645,5.9005,4.5143,1553
19606,11.1534,7.5166,10.8888,1533
19611,11.5125,-4.1108,14.0396,1525
19616,-7.6579,-1.6915,15.8855,1557
19621,-14.5532,2.0518,6.6954,1548
19626,-0.1113,6.4236,3.9289,1543
19631,14.5508,2.4565,14.8644,1560
19636,-2.806,-4.5478,16.1453,1547
19641,-9.8737,-0.972,9.3051,1575
19646,-10.5979,6.5302,4.5358,1543
19651,13.6086,7.276,12.1087,1556
19656,9.7659,-4.8542,14.1509,1543
19661,-8.2169,-1.3156,15.1481,1567
19666,-15.6473,3.1017,6.1782,1548
19671,2.7378,6.5086,4.61,1561
19676,13.9929,0.6488,14.8273,1529
19681,-4.6687,-4.1659,16.2973,1559
19686,-10.7643,-0.3926,8.6706,1560
19691,-8.8514,7.2101,4.1887,1545
19696,15.3133,5.9711,12.9754,1529
19701,7.5405,-4.9871,14.5795,1542
19706,-8.6443,-1.0989,14.0803,1547
19711,-15.9933,4.3251,5.5426,1555
19716,5.5557,6.2297,5.7401,1545
19721,12.3385,-0.4357,14.9243,1544
19726,-6.4224,-3.7757,16.5703,1566
19731,-10.7727,0.2286,7.9368,1547
19736,-6.5709,7.3382,4.0881,1555
19741,16.4829,4.7896,13.5919,1529
19746,5.5881,-4.8734,14.9207,1548
19751,-9.3673,-0.9828,13.1011,1555
19756,-15.591,5.2768,4.8937,1557
19761,8.1846,6.0071,7.3143,1543
19766,10.7835,-1.142,14.6046,1559
19771,-8.4168,-3.2034,16.6672,1555
19776,-11.5963,0.9062,7.2748,1554
19781,-3.7038,7.3634,4.4784,1517
19786,16.6804,3.4512,13.8217,1549
19791,3.626,-4.6974,15.4127,1543
19796,-10.1095,-0.8452,11.9519,1559
19801,-14.3868,6.2022,4.1456,1563
19806,10.4603,6.0334,9.0633,1547
19811,10.0844,-2.4624,14.607,1531
19816,-10.2065,-2.66,16.1214,1547
19821,-12.7994,1.9764,6.4308,1573
19826,-0.6788,7.3442,5.023,1525
19831,16.4123,1.6053,14.2096,1560
19836,0.9266,-4.215,15.8664,1547
19841,-10.6362,-0.4142,10.4567,1567
19846,-12.2056,6.8761,3.6117,1531
19851,12.5827,5.9197,11.2228,1560
19856,8.2049,-3.468,14.6214,1527
19861,-10.8529,-2.1189,15.1433,1563
19866,-13.6242,3.0562,5.9699,1545
19871,2.478,7.5513,6.1292,1547
19876,15.6796,-0.2777,13.9989,1542
19881,-1.4126,-3.7158,16.1633,1541
19886,-11.649,0.0335,9.4655,1557
19891,-9.754,7.3502,3.2992,1533
19896,14.2563,5.1308,12.9036,1545
19901,5.9005,-4.1635,14.6896,1551
19906,-10.6734,-1.634,13.9151,1557
19911,-14.1318,4.367,5.6336,1554
19916,5.8251,7.5932,7.4687,1547
19921,14.5292,-2.0375,13.9726,1523
19926,-3.3662,-2.9185,16.1034,1577
19931,-12.7767,0.5112,8.6048,1553
19936,-7.0042,7.5513,3.0179,1525
19941,15.2786,4.1216,14.1689,1531
19946,3.0742,-4.5801,14.7638,1555
19951,-9.9407,-1.3001,12.4546,1561
19956,-14.2958,5.381,5.2098,1546
19961,9.2644,7.616,9.0309,1549
19966,12.9718,-3.3495,13.7379,1545
19971,-5.1942,-2.2278,16.1226,1528
19976,-14.3784,1.166,7.9392,1557
19981,-3.6176,7.3969,3.0861,1526
19986,15.6389,2.824,14.8057,1547
19991,0.8332,-4.6483,15.1062,1549
19996,-10.0413,-0.9649,11.1713,1549
20001,-13.3968,6.3015,4.604,1543
20006,12.1111,7.3909,10.7548,1531
20011,10.9762,-3.9133,13.9546,1541
20016,-6.8043,-1.6245,15.9346,1547
20021,-15.512,2.0794,7.0306,1547
20026,-0.0838,7.0509,3.632,1549
20031,14.8165,1.8148,14.9135,1566
20036,-1.7346,-4.5346,15.791,1553
20041,-9.6426,-0.7829,9.681,1563
20046,-11.7244,6.9923,4.2701,1546
20051,14.3592,6.7924,12.2044,1549
20056,9.1997,-4.464,14.1773,1544
20061,-8.0625,-1.3012,15.1421,1578
20066,-16.289,3.2633,6.1926,1532
20071,3.3172,6.6511,4.6232,1541
20076,13.7188,0.5686,14.9039,1533
20081,-4.215,-4.0869,16.3488,1562
20086,-10.2723,-0.2933,8.5198,1557
20091,-9.1806,7.4184,3.9935,1547
20096,15.8197,5.6683,13.2411,1525
20101,7.1335,-4.7058,14.5939,1541
20106,-8.8143,-1.1337,13.9319,1559
20111,-16.2662,4.6184,5.3678,1550
20116,6.3662,6.3147,6.1663,1549
20121,12.6079,-0.8068,14.8907,1526
20126,-6.6212,-3.4872,16.5715,1561
20131,-11.3677,0.4345,7.531,1591
20136,-6.0645,7.4807,3.9863,1545
20141,16.4805,4.3742,14.0456,1531
20146,4.8088,-4.7537,14.9566,1571
20151,-9.6259,-0.9708,12.5372,1557
20156,-15.2475,5.8143,4.6232,1553
20161,9.0058,6.2213,8.2504,1531
