timestamp_ms,ax,ay,az,acs_adc
318906,8.6586,5.0769,12.8892,1515
318911,5.9173,-4.2401,18.5443,1511
318916,-8.0373,-0.4142,8.8813,1531
318921,-8.5868,4.5155,3.7816,1514
318926,6.3243,5.2373,9.9898,1527
318931,10.9714,-2.1237,17.51,1513
318936,-6.7481,-0.8691,12.1506,1518
318941,-12.9802,3.219,4.4855,1531
318946,4.0606,5.3965,7.1443,1513
318951,12.7539,0.9337,16.5535,1572
318956,-6.4153,-2.3942,16.0136,1519
318961,-15.1529,1.561,5.4576,1515
318966,1.2139,5.6204,5.0194,1543
318971,11.8693,3.7433,15.5815,1503
318976,-3.225,-4.2449,18.7203,1527
318981,-13.4087,0.0335,6.5817,1515
318986,-2.5857,5.5689,3.7481,1517
318991,9.6367,5.1092,13.811,1523
318996,3.0179,-4.6651,18.9908,1509
319001,-9.1806,-0.5279,8.0098,1527
319006,-6.8773,4.8878,3.7146,1507
319011,7.3263,5.2864,11.1845,1507
319016,9.1016,-3.1651,17.9589,1523
319021,-6.9516,-0.729,10.5884,1525
319026,-11.1701,3.7577,4.2198,1513
319031,5.1966,5.2014,8.2827,1517
319036,12.2978,-0.2394,16.8959,1501
319041,-6.8163,-1.6987,14.3425,1545
319046,-14.5855,2.1739,5.1236,1509
319051,2.6396,5.5174,5.8323,1529
319056,12.4307,2.575,16.0555,1519
319061,-5.4205,-3.4405,17.5974,1513
319066,-14.4478,0.6045,6.1399,1531
319071,-0.6812,5.8538,4.2976,1512
319076,10.8194,4.4137,14.7495,1519
319081,-0.492,-4.6316,18.9908,1523
319086,-11.0409,-0.3723,7.1778,1527
319091,-4.7453,5.5366,3.7038,1527
319096,8.5138,5.0446,12.6953,1503
319101,5.8849,-4.1456,18.5,1519
319106,-7.9895,-0.5243,8.9543,1548
319111,-8.7089,4.5957,4.0211,1512
319116,6.4835,5.0721,9.9862,1531
319121,10.7416,-2.077,17.3747,1501
319126,-7.0988,-0.8799,12.0321,1519
319131,-12.5085,3.1292,4.6687,1531
319136,4.361,5.2852,7.2305,1529
319141,12.5313,0.8475,16.5152,1517
319146,-6.7469,-2.2685,15.8209,1523
319151,-14.522,1.5167,5.5725,1517
319156,1.6113,5.7102,5.1739,1531
319161,11.9183,3.3339,15.6653,1507
319166,-3.9193,-3.9708,18.4054,1523
319171,-13.447,0.1664,6.3985,1525
319176,-2.1213,5.8574,3.9636,1517
319181,10.0149,4.7453,14.1234,1544
319186,2.0399,-4.707,18.9848,1511
319191,-9.809,-0.3472,7.6926,1544
319196,-6.201,5.2218,3.6583,1511
319201,7.7919,5.102,11.7376,1517
319206,8.1439,-3.6212,18.0643,1528
319211,-7.3298,-0.4836,9.9659,1514
319216,-10.2113,4.0642,4.112,1512
319221,5.7078,5.1727,8.9172,1523
319226,11.9375,-1.1037,17.1952,1513
319231,-6.9264,-1.2605,13.4817,1545
319236,-13.8457,2.5678,4.9368,1519
319241,3.2633,5.4959,6.2381,1511
319246,12.5971,1.8687,16.338,1527
319251,-5.9999,-2.9365,16.9869,1511
319256,-14.5867,0.972,5.9735,1516
319261,0.1951,5.8179,4.5394,1523
319266,11.3593,4.0223,15.275,1511
319271,-1.9656,-4.3981,18.6915,1541
319276,-12.0069,-0.1233,6.9192,1523
319281,-3.7601,5.7365,3.7589,1511
319286,9.262,4.9321,13.3656,1527
319291,4.3706,-4.4927,18.567,1514
319296,-8.5281,-0.3735,8.4264,1541
319301,-7.8219,4.8782,3.8774,1509
319306,7.0342,5.0075,10.7356,1519
319311,9.8234,-2.7653,17.7135,1519
319316,-7.1132,-0.6393,11.1247,1522
319321,-11.7436,3.5889,4.4341,1531
319326,5.0039,5.1248,7.9428,1522
319331,12.5911,0.1209,16.7498,1511
319336,-6.9025,-1.8016,14.9542,1531
319341,-14.8979,2.0004,5.2804,1513
319346,2.3786,5.4528,5.442,1544
319351,12.299,2.9066,15.9322,1515
319356,-4.8878,-3.5961,17.9649,1515
319361,-14.2156,0.3795,6.353,1529
319366,-1.1768,5.7317,4.1492,1513
319371,10.6015,4.6639,14.5627,1529
319376,0.5555,-4.6412,18.98,1528
319381,-10.3214,-0.3484,7.4424,1525
319386,-5.4265,5.3067,3.6488,1523
319391,8.1846,5.2206,12.2188,1523
319396,6.8438,-3.9169,18.3085,1516
319401,-7.5262,-0.5638,9.4248,1529
319406,-9.5636,4.2617,4.0749,1513
319411,6.2333,5.2637,9.5038,1531
319416,11.461,-1.6221,17.1473,1501
319421,-6.8031,-0.9792,12.8365,1519
319426,-13.7415,2.8467,4.798,1529
319431,3.6895,5.3678,6.7098,1523
319436,12.8365,1.5239,16.3572,1531
319441,-6.1842,-2.6719,16.7043,1528
319446,-15.1733,1.0965,5.8143,1525
319451,0.5686,5.6348,4.7118,1527
319456,11.5867,3.9744,15.3456,1513
319461,-2.4337,-4.2521,18.7969,1528
319466,-12.6845,-0.2646,6.8917,1531
319471,-3.3411,5.4564,3.7625,1517
319476,9.493,5.2253,13.4997,1529
319481,4.1958,-4.5107,18.7789,1511
319486,-8.351,-0.5758,8.3809,1545
319491,-7.9487,4.7752,3.6799,1506
319496,7.1898,5.3223,10.799,1515
319501,9.8485,-2.6659,17.6297,1515
319506,-6.8055,-0.7841,11.1642,1533
319511,-12.2068,3.5434,4.3862,1533
319516,5.0087,5.3451,7.944,1525
319521,12.5408,0.2011,16.599,1499
319526,-6.8486,-1.9249,14.9877,1527
319531,-15.1517,1.8519,5.381,1519
319536,2.2087,5.4959,5.5079,1541
319541,12.2811,3.0837,15.8233,1508
319546,-4.7369,-3.6871,18.069,1517
319551,-13.7212,0.1185,6.5003,1526
319556,-1.4593,5.6431,4.1096,1523
319561,10.4208,4.8171,14.443,1546
319566,0.7853,-4.5346,18.7286,1512
319571,-10.1837,-0.6297,7.5705,1523
319576,-5.7006,5.2361,3.8104,1513
319581,8.2863,5.3486,12.2068,1517
319586,7.3095,-3.6775,17.8332,1533
319591,-7.1862,-0.7278,9.6869,1527
319596,-10.1933,4.1049,4.2162,1507
319601,6.0801,5.3032,9.347,1527
319606,11.3796,-1.1899,16.7415,1499
319611,-6.9994,-1.2977,13.0867,1525
319616,-13.7367,2.5402,5.0949,1515
319621,3.9049,5.5138,6.7912,1525
319626,12.7,1.6472,15.9167,1519
319631,-6.4799,-2.7174,16.781,1515
319636,-14.8357,0.893,5.9867,1525
319641,0.565,5.7449,4.7262,1525
319646,11.4108,4.0115,15.1302,1523
319651,-2.4576,-4.1839,18.7071,1547
319656,-12.0081,-0.3328,6.9252,1525
319661,-3.4046,5.6264,3.9097,1510
319666,9.5433,5.1427,13.526,1525
319671,3.9887,-4.379,18.4354,1517
319676,-8.4288,-0.6572,8.3354,1530
319681,-7.7943,4.7525,3.8235,1503
319686,7.3059,5.3941,10.9427,1517
319691,9.7528,-2.709,17.3029,1519
319696,-6.8342,-0.8404,11.1821,1527
319701,-12.2619,3.45,4.5298,1527
319706,5.1643,5.369,8.0948,1525
319711,12.39,0.1592,16.2471,1516
319716,-7.0306,-1.8387,14.9793,1531
319721,-14.8979,1.816,5.4636,1515
319726,2.4936,5.5378,5.703,1545
319731,12.4702,3.067,15.6258,1517
319736,-5.0745,-3.5482,18.1205,1529
319741,-13.8852,0.2083,6.4177,1524
319746,-1.1001,5.5438,4.0845,1527
319751,10.5872,4.938,14.5687,1526
319756,0.3639,-4.4903,18.8903,1531
319761,-10.4591,-0.6512,7.5082,1531
319766,-5.2074,5.1811,3.7804,1519
319771,8.5198,5.4899,12.4822,1516
319776,6.9839,-3.8642,18.0822,1559
