timestamp_ms,ax,ay,az,acs_adc
471887,-0.6357,-1.2163,20.0909,1485
471892,-5.0925,-0.8308,10.8038,1477
471897,2.4253,4.4472,4.8076,1479
471902,2.2362,3.1999,8.2456,1494
471907,-0.2418,-0.7697,19.9485,1480
471912,-4.8997,-1.1803,11.1498,1467
471917,2.2362,4.3682,5.1188,1479
471922,2.1093,3.3016,7.7692,1493
471927,0.0814,-0.2382,19.7007,1483
471932,-4.9189,-1.5419,11.5712,1469
471937,1.9561,4.3215,5.4552,1479
471942,1.9369,3.3854,7.3514,1471
471947,0.2813,0.4022,19.2602,1479
471952,-4.9177,-1.7777,12.0069,1479
471957,1.3539,4.1922,5.849,1483
471962,1.5419,3.4943,6.9001,1478
471967,0.5531,0.9254,18.6951,1479
471972,-4.7238,-1.9824,12.5516,1493
471977,0.6045,3.9935,6.1591,1485
471982,0.9361,3.4943,6.3973,1479
471987,0.7362,1.5574,17.9673,1487
471992,-4.4688,-2.2206,13.2519,1483
471997,-0.261,3.6703,6.5613,1478
472002,0.2083,3.4165,5.9125,1482
472007,0.674,2.053,17.115,1490
472012,-4.1707,-2.32,13.8959,1464
472017,-1.1624,3.3507,6.8833,1484
472022,-0.3747,3.292,5.4241,1518
472027,0.7554,2.5438,16.2913,1489
472032,-3.7912,-2.3786,14.7207,1467
472037,-2.1512,2.9461,7.2724,1479
472042,-0.8116,3.2813,4.956,1480
472047,0.7937,2.7653,15.2463,1469
472052,-3.5997,-2.3727,15.5467,1471
472057,-3.0191,2.5606,7.6375,1492
472062,-1.0032,3.371,4.5969,1477
472067,0.7518,2.982,14.2299,1469
472072,-3.3124,-2.2889,16.4254,1483
472077,-3.7757,2.0686,8.0122,1484
472082,-0.8787,3.4105,4.3108,1477
472087,0.7793,3.1161,13.2435,1465
472092,-2.9928,-2.223,17.1832,1483
472097,-4.379,1.6161,8.406,1468
472102,-0.4537,3.5662,4.1396,1471
472107,0.9553,3.2968,12.4367,1483
472112,-2.5558,-2.1452,17.9314,1469
472117,-4.7669,1.1313,8.7173,1479
472122,0.2251,3.7218,4.0282,1479
472127,1.336,3.3722,11.5412,1486
472132,-2.1225,-2.0279,18.5359,1464
472137,-4.9979,0.6704,9.001,1479
472142,1.0056,3.8858,4.0462,1492
472147,1.8591,3.3938,10.8972,1478
472152,-1.6664,-1.9261,19.1033,1466
472157,-4.968,0.1448,9.3817,1487
472162,1.4832,3.9696,4.1515,1484
472167,2.1368,3.4141,10.222,1477
472172,-1.2222,-1.7238,19.6145,1467
