file,iteration,window,start_time_s,load_A,load_voltage_V,psu_current_A,load_power_W,supply_voltage_V,ax_mean,ax_std,ax_rms,ax_peak,ax_p2p,ax_crest,ay_mean,ay_std,ay_rms,ay_peak,ay_p2p,ay_crest,az_mean,az_std,az_rms,az_peak,az_p2p,az_crest,acc_mag_rms,acc_mag_std,acc_mag_peak,acc_mag_p2p,acs_mean,acs_std,acs_rms,acs_min,acs_max,acs_p2p,rpm_mean,rpm_median,rpm_std,rpm_min,rpm_max,rpm_p2p,rpm_cv_percent,rpm_valid_fraction,rpm_zero_fraction,dominant_frequency_Hz,dominant_amplitude,spectral_energy,spectral_centroid_Hz
healthy_cc_09A_3.csv,3,12,12.0,0.9,8.76,1.61,7.85,12.0,-0.98994,2.3260989691541503,2.3260989691541503,13.72126,17.1126,5.898828975875228,1.5377779999999999,1.647160841817216,1.647160841817216,2.955178,5.2577,1.7941040880620533,10.757164499999998,1.2493942091228651,1.2493942091228651,10.758364499999999,12.248700000000001,8.610864706626813,3.11205095441989,1.2904752300519997,17.503823467658265,16.557498388446977,1509.92,21.271191786075367,1510.0698228889948,1487,1565,78,2826.1145500000002,2826.06,0.5045471211889071,2824.86,2827.12,2.2599999999997635,0.01785303151243134,1.0,0.0,94.0,53.32064162716616,25520.430633863292,52.31359147133125
healthy_cc_09A_3.csv,3,13,13.0,0.9,8.76,1.61,7.85,12.0,-0.9362265000000001,2.1293928160975257,2.1293928160975257,3.6797734999999996,7.1491,1.7280858055789865,1.5495579999999998,1.653947247476775,1.6539472474767747,2.9202579999999996,5.1762999999999995,1.7656294688086822,10.8086215,0.9932707878961055,0.9932707878961055,1.5143214999999994,2.976000000000001,1.5245807270820442,2.873402533717039,0.7846051406408819,4.010031987407145,3.081104758648885,1509.085,21.140666380225575,1509.2330717950756,1491,1567,76,2825.68865,2825.66,0.6897982875449802,2824.19,2826.72,2.5299999999997453,0.024411687662226345,1.0,0.0,94.0,47.71467185536696,4342.556821181082,67.86416853371878
healthy_cc_09A_3.csv,3,14,14.0,0.9,8.76,1.61,7.85,12.0,-0.9201480000000001,2.1137313659251973,2.1137313659251973,3.248548,6.4392,1.536878362297512,1.547018,1.6485544293337724,1.6485544293337724,2.9476180000000003,5.214600000000001,1.788001625879721,10.805383500000003,0.9748925621717246,0.9748925621717246,1.5206835000000023,2.9891999999999985,1.559847268310719,2.8523687527298693,0.753836851524245,3.773612962003424,2.8109852148964514,1508.27,21.638555866785566,1508.425211934619,1471,1565,94,2825.3435499999996,2825.26,1.1843596993734646,2823.26,2828.32,5.059999999999945,0.041919139333461405,1.0,0.0,94.0,48.05375061863851,4312.198076008462,68.52442428882449
healthy_cc_09A_3.csv,3,15,15.0,0.9,8.76,1.61,7.85,12.0,-0.931249,2.1526898763405287,2.1526898763405287,3.609351,7.0797,1.6766702160256017,1.5477385000000001,1.6565953569498346,1.6565953569498346,2.9196385,5.181100000000001,1.7624331057982152,10.807175500000001,0.9742137888829895,0.9742137888829895,1.545175500000001,2.9831000000000003,1.5860743479844015,2.8857363682111536,0.7885471683613617,4.022770573185041,3.1155064418630225,1506.63,19.49751522630512,1506.7561547908142,1479,1562,83,2824.1135000000004,2824.06,0.4762643698619581,2822.73,2825.12,2.3899999999998727,0.016864207825285988,1.0,0.0,94.0,50.42897714261587,4832.391191392563,63.00248640841988
healthy_cc_09A_3.csv,3,16,16.0,0.9,8.76,1.61,7.85,12.0,-0.9308,2.119426579643654,2.119426579643654,3.3166,6.544499999999999,1.5648572268814476,1.5496415,1.6554445148442005,1.6554445148442005,2.9586414999999997,5.2242,1.7872187641869999,10.8110655,0.9714880587839204,0.9714880587839204,1.509565499999999,2.9316999999999993,1.5538693310236131,2.8594150829474727,0.7721788061952118,3.857469580179797,2.8854059509802994,1507.96,21.4277483651456,1508.11223388712,1481,1564,83,2824.8514,2824.19,1.6645191618001407,2822.73,2827.79,5.059999999999945,0.05892413178973381,1.0,0.0,94.0,48.644045659895404,4357.989315023611,68.06487618306157
healthy_cc_09A_3.csv,3,17,17.0,0.9,8.76,1.61,7.85,12.0,-0.9195165,2.1631496707989832,2.1631496707989832,3.4139835,6.798299999999999,1.5782465476552103,1.5476120000000002,1.6544292570720576,1.6544292570720576,2.9518120000000003,5.2421,1.7841874999381955,10.808621,0.9680457144468955,0.9680457144468955,1.4760210000000011,2.9209000000000014,1.5247430756339264,2.8902361789640567,0.7744376724906764,3.91232755864808,3.021269762173997,1508.8,21.742814905158898,1508.9566561038127,1486,1564,78,2824.8116500000006,2824.86,0.6664433790653116,2823.66,2826.86,3.200000000000273,0.02359248904490009,1.0,0.0,94.0,49.13766076650801,4473.062534095435,65.9238073130944
healthy_cc_09A_3.csv,3,18,18.0,0.9,8.76,1.61,7.85,12.0,-0.9280755000000002,2.158281616436963,2.1582816164369634,3.7071245,7.224500000000001,1.7176277978589145,1.5420204999999998,1.6541089725679352,1.6541089725679352,2.9486204999999996,5.3008,1.7826035339270236,10.8045775,0.9657519122651272,0.9657519122651272,1.5030774999999998,2.9495999999999984,1.5563805578956607,2.8856425255085307,0.7775579532640499,4.01979029225739,2.812696653417906,1508.875,21.735210488973877,1509.0315387691537,1486,1565,79,2822.42845,2822.2,0.8484362660211958,2821.01,2824.33,3.319999999999709,0.03006050573296892,1.0,0.0,94.0,50.436383068141176,4622.628193769605,64.3151266612013
healthy_cc_09A_3.csv,3,19,19.0,0.9,8.76,1.61,7.85,12.0,-0.9321594999999999,2.081865628038887,2.081865628038887,3.4173595,6.6739,1.6414889865966733,1.544242,1.6423017999551728,1.6423017999551728,2.958042,5.2158,1.801156157827228,10.807988,0.95953028464765,0.95953028464765,1.4514879999999994,2.8551,1.5127068141814843,2.8199322797722908,0.7550372963138251,3.7582560117091877,2.6755970131097913,1509.52,21.366787311151857,1509.6712125492757,1491,1565,74,2822.3583499999995,2822.6,0.7337130075854073,2820.48,2823.8,3.3200000000001637,0.025996451073812345,1.0,0.0,94.0,48.153583612659205,4186.269785837259,67.01757249119241
healthy_cc_09A_3.csv,3,20,20.0,0.9,8.76,1.61,7.85,12.0,-0.9344460000000001,2.085996959965186,2.085996959965186,3.624154,7.0605,1.7373726182517948,1.543327,1.644186618444208,1.644186618444208,2.915227,5.1954,1.773051165419713,10.810663,0.9593439971308518,0.9593439971308518,1.4600629999999999,2.8766,1.521938954500855,2.8240173260952206,0.7594989219812152,4.031473665474451,2.9737535535289505,1508.025,21.23262524983663,1508.1744676926473,1481,1565,84,2822.2178499999995,2822.2,0.7257188694667198,2820.74,2823.53,2.7900000000004184,0.025714487967919274,1.0,0.0,94.0,49.00029897145199,4444.797167667629,63.45968831136376
healthy_cc_10A_1.csv,1,0,0.0,1.0,8.71,1.71,8.71,12.0,-0.927157,1.5181209346922924,1.5181209346922924,2.289457,4.4544,1.5080860474821458,1.4988925,1.7181653549334972,1.7181653549334972,2.8815925,5.3236,1.6771333979735228,10.798394499999999,0.8884653843677592,0.8884653843677591,1.4348055000000013,2.6335999999999995,1.614925606832756,2.458892860306138,0.7857685435083782,3.4233620739465325,2.8055470042569848,1397.995,9.943086794351139,1398.0303591124193,1372,1427,55,2803.5591500000005,2804.0,1.3242408306271232,2800.47,2805.05,4.580000000000382,0.047234274712096694,1.0,0.0,93.0,47.10884073159968,4653.210288569129,69.77364251250061
