dataset_type,fault_id,file,iteration,segment,window,rpm_raw_mean,rpm_raw_median,rpm_mean,rpm_median,rpm_invalid_samples,rpm_valid_fraction
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,7,2878.42625,2878.39,2878.42625,2878.39,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,8,2883.4181,2883.3,2883.4181,2883.3,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,9,2882.7797499999997,2882.54,2882.7797499999997,2882.54,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,10,2883.9118000000003,2884.06,2883.9118000000003,2884.06,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,11,2883.1576,2883.37,2883.1576,2883.37,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,12,2881.8258,2881.84,2881.8258,2881.84,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,13,2881.8820499999997,2881.84,2881.8820499999997,2881.84,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,14,2882.0285999999996,2881.71,2882.0285999999996,2881.71,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,15,2883.09025,2882.6099999999997,2883.09025,2882.6099999999997,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,16,2882.29145,2882.12,2882.29145,2882.12,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,17,2882.73855,2883.09,2882.73855,2883.09,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,18,2882.0439,2881.71,2882.0439,2881.71,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,19,2880.9252500000002,2880.74,2880.9252500000002,2880.74,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,20,2882.77535,2881.98,2882.77535,2881.98,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,0,2857.83765,2857.96,2857.83765,2857.96,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,1,2860.18865,2859.87,2860.18865,2859.87,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,2,2861.68365,2861.78,2861.68365,2861.78,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,3,2861.00535,2861.23,2861.00535,2861.23,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,4,2860.3589500000003,2860.28,2860.3589500000003,2860.28,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,5,2861.2122499999996,2861.37,2861.2122499999996,2861.37,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,6,2863.35635,2863.28,2863.35635,2863.28,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,7,2862.40355,2862.32,2862.40355,2862.32,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,8,2861.1244499999993,2861.23,2861.1244499999993,2861.23,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,9,2861.55,2861.37,2861.55,2861.37,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,10,2861.95865,2862.05,2861.95865,2862.05,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,11,2862.58855,2862.6,2862.58855,2862.6,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,12,2864.70295,2864.92,2864.70295,2864.92,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,13,2864.18235,2864.1,2864.18235,2864.1,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,14,2864.30465,2864.37,2864.30465,2864.37,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,15,2864.4903500000005,2864.51,2864.4903500000005,2864.51,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,16,2863.979,2864.24,2863.979,2864.24,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,17,2866.5825,2866.56,2866.5825,2866.56,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,18,2868.04125,2868.21,2868.04125,2868.21,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,19,2868.6188499999994,2868.48,2868.6188499999994,2868.48,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,20,2867.7526500000004,2867.79,2867.7526500000004,2867.79,0,1.0
healthy,HEALTHY,healthy_cc_08A_1.csv,1,0,21,2868.3833999999997,2868.41,2868.3833999999997,2868.41,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,0,2857.3923,2857.82,2857.3923,2857.82,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,1,2861.76855,2862.19,2861.76855,2862.19,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,2,2861.5645499999996,2861.5,2861.5645499999996,2861.5,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,3,2861.819299999999,2861.91,2861.819299999999,2861.91,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,4,2859.5263,2859.32,2859.5263,2859.32,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,5,2859.3122,2858.91,2859.3122,2858.91,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,6,2856.2024,2856.05,2856.2024,2856.05,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,7,2855.0937,2855.24,2855.0937,2855.24,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,8,2857.3244,2857.42,2857.3244,2857.42,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,9,2858.9320999999995,2859.05,2858.9320999999995,2859.05,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,10,2856.7832499999995,2856.6,2856.7832499999995,2856.6,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,11,2850.0034,2849.27,2850.0034,2849.27,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,12,2851.79615,2851.915,2851.79615,2851.915,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,13,2854.2145500000006,2854.29,2854.2145500000006,2854.29,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,14,2853.1915000000004,2853.2,2853.1915000000004,2853.2,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,15,2853.20485,2853.07,2853.20485,2853.07,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,16,2854.7490999999995,2854.83,2854.7490999999995,2854.83,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,17,2856.5253500000003,2856.73,2856.5253500000003,2856.73,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,18,2857.988149999999,2858.1,2857.988149999999,2858.1,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,19,2858.36555,2858.78,2858.36555,2858.78,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,20,2856.75355,2856.87,2856.75355,2856.87,0,1.0
healthy,HEALTHY,healthy_cc_08A_2.csv,2,0,21,2859.6423,2859.73,2859.6423,2859.73,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,0,2841.4144499999993,2841.58,2841.4144499999993,2841.58,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,1,2844.8284,2844.82,2844.8284,2844.82,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,2,2844.2333499999995,2844.28,2844.2333499999995,2844.28,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,3,2845.0069499999995,2844.95,2845.0069499999995,2844.95,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,4,2845.98425,2845.89,2845.98425,2845.89,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,5,2846.34995,2846.3,2846.34995,2846.3,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,6,2847.92435,2847.52,2847.92435,2847.52,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,7,2848.4840000000004,2848.19,2848.4840000000004,2848.19,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,8,2848.4027,2848.06,2848.4027,2848.06,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,9,2852.079,2852.66,2852.079,2852.66,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,10,2851.0424000000003,2849.95,2851.0424000000003,2849.95,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,11,2850.3996500000003,2850.49,2850.3996500000003,2850.49,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,12,2851.9565999999995,2851.44,2851.9565999999995,2851.44,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,13,2854.2187,2854.15,2854.2187,2854.15,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,14,2852.8545,2852.93,2852.8545,2852.93,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,15,2848.9384999999997,2848.73,2848.9384999999997,2848.73,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,16,2849.0759,2849.27,2849.0759,2849.27,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,17,2850.83205,2850.49,2850.83205,2850.49,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,18,2852.0767999999994,2852.12,2852.0767999999994,2852.12,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,19,2852.1753000000003,2852.25,2852.1753000000003,2852.25,0,1.0
healthy,HEALTHY,healthy_cc_08A_3.csv,3,0,20,2852.8078499999997,2852.8,2852.8078499999997,2852.8,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,0,2829.04925,2829.12,2829.04925,2829.12,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,1,2830.5890500000005,2830.99,2830.5890500000005,2830.99,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,2,2830.8764499999997,2831.12,2830.8764499999997,2831.12,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,3,2833.6227000000003,2833.4,2833.6227000000003,2833.4,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,4,2832.0256,2832.59,2832.0256,2832.59,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,5,2834.03015,2834.135,2834.03015,2834.135,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,6,2836.77945,2836.545,2836.77945,2836.545,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,7,2836.5330500000005,2836.48,2836.5330500000005,2836.48,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,8,2836.9676,2836.88,2836.9676,2836.88,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,9,2837.7178000000004,2837.82,2837.7178000000004,2837.82,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,10,2838.2553000000003,2838.36,2838.2553000000003,2838.36,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,11,2839.5268499999993,2839.56,2839.5268499999993,2839.56,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,12,2839.9222000000004,2839.97,2839.9222000000004,2839.97,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,13,2840.4759999999997,2840.37,2840.4759999999997,2840.37,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,14,2843.6630000000005,2843.47,2843.6630000000005,2843.47,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,15,2845.7677999999996,2845.62,2845.7677999999996,2845.62,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,16,2846.41055,2846.03,2846.41055,2846.03,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,17,2847.64495,2847.52,2847.64495,2847.52,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,18,2849.57655,2849.0,2849.57655,2849.0,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,19,2847.3413,2848.06,2847.3413,2848.06,0,1.0
healthy,HEALTHY,healthy_cc_09A_1.csv,1,0,20,2840.0742999999993,2839.56,2840.0742999999993,2839.56,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,0,2817.4258999999997,2817.365,2817.4258999999997,2817.365,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,1,2820.7069499999993,2821.01,2820.7069499999993,2821.01,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,2,2824.2045999999996,2823.93,2824.2045999999996,2823.93,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,3,2823.3161000000005,2823.0,2823.3161000000005,2823.0,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,4,2822.92615,2823.0,2822.92615,2823.0,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,5,2823.5594,2823.8,2823.5594,2823.8,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,6,2825.5870499999996,2825.26,2825.5870499999996,2825.26,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,7,2827.1132000000002,2827.12,2827.1132000000002,2827.12,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,8,2828.32125,2827.25,2828.32125,2827.25,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,9,2828.27905,2828.32,2828.27905,2828.32,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,10,2910.5513,2827.52,2827.6163541666665,2827.52,8,0.96
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,11,2827.13555,2827.39,2827.13555,2827.39,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,12,2829.01095,2828.85,2829.01095,2828.85,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,13,2829.1262,2829.12,2829.1262,2829.12,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,14,2829.4622499999996,2830.06,2829.4622499999996,2830.06,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,15,2827.8119999999994,2827.65,2827.8119999999994,2827.65,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,16,2826.6708000000003,2826.59,2826.6708000000003,2826.59,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,17,2826.2780000000002,2826.06,2826.2780000000002,2826.06,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,18,2828.9850500000002,2828.59,2828.9850500000002,2828.59,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,19,2828.90515,2829.12,2828.90515,2829.12,0,1.0
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,20,2911.6599499999998,2828.59,2828.6770833333335,2828.59,8,0.96
healthy,HEALTHY,healthy_cc_09A_2.csv,2,0,21,2913.9583,2831.12,2830.8887499999996,2831.12,8,0.96
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,0,2816.3437,2816.37,2816.3437,2816.37,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,1,2819.249600000001,2819.28,2819.249600000001,2819.28,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,2,2819.07445,2819.55,2819.07445,2819.55,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,3,2820.3277499999995,2820.34,2820.3277499999995,2820.34,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,4,2821.21955,2821.54,2821.21955,2821.54,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,5,2818.2978500000004,2818.22,2818.2978500000004,2818.22,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,6,2822.6528000000003,2823.0,2822.6528000000003,2823.0,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,7,2824.9421,2824.99,2824.9421,2824.99,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,8,111858.33020000003,2823.93,2823.8820618556706,2823.93,6,0.97
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,9,2823.17035,2823.195,2823.17035,2823.195,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,10,2825.57495,2825.66,2825.57495,2825.66,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,11,2826.4537,2826.59,2826.4537,2826.59,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,12,2826.1145500000002,2826.06,2826.1145500000002,2826.06,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,13,2825.68865,2825.66,2825.68865,2825.66,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,14,2825.3435499999996,2825.26,2825.3435499999996,2825.26,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,15,2824.1135000000004,2824.06,2824.1135000000004,2824.06,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,16,2824.8514,2824.19,2824.8514,2824.19,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,17,2824.8116500000006,2824.86,2824.8116500000006,2824.86,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,18,2822.42845,2822.2,2822.42845,2822.2,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,19,2822.3583499999995,2822.6,2822.3583499999995,2822.6,0,1.0
healthy,HEALTHY,healthy_cc_09A_3.csv,3,0,20,2822.2178499999995,2822.2,2822.2178499999995,2822.2,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,0,2803.57485,2804.0,2803.57485,2804.0,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,1,2804.8713000000002,2804.79,2804.8713000000002,2804.79,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,2,2806.1568500000008,2806.23,2806.1568500000008,2806.23,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,3,2807.4807999999994,2807.67,2807.4807999999994,2807.67,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,4,2808.3552999999997,2808.265,2808.3552999999997,2808.265,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,5,2810.2555500000003,2810.44,2810.2555500000003,2810.44,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,6,2811.5251000000003,2811.62,2811.5251000000003,2811.62,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,7,2811.865,2811.89,2811.865,2811.89,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,8,2810.08615,2810.04,2810.08615,2810.04,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,9,2811.05135,2810.83,2811.05135,2810.83,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,10,2813.1333,2813.07,2813.1333,2813.07,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,11,2813.5128500000005,2813.6,2813.5128500000005,2813.6,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,12,2813.6532,2813.6,2813.6532,2813.6,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,13,2813.308,2813.47,2813.308,2813.47,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,14,2814.0595000000003,2813.86,2814.0595000000003,2813.86,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,15,2813.10505,2813.6,2813.10505,2813.6,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,16,2811.9866,2812.02,2811.9866,2812.02,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,17,2808.0601,2808.07,2808.0601,2808.07,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,18,2808.7574,2808.86,2808.7574,2808.86,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,19,2811.1781999999994,2811.23,2811.1781999999994,2811.23,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,20,2811.0624,2811.23,2811.0624,2811.23,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,21,2809.93605,2810.04,2809.93605,2810.04,0,1.0
healthy,HEALTHY,healthy_cc_10A_1.csv,1,0,22,2809.1641499999996,2808.86,2809.1641499999996,2808.86,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,0,2797.6217000000006,2798.38,2797.6217000000006,2798.38,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,1,2803.0988,2802.82,2803.0988,2802.82,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,2,2804.2475,2804.13,2804.2475,2804.13,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,3,2945.9464499999995,2804.0,2803.4864766839373,2803.87,7,0.965
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,4,2805.4446499999995,2805.44,2805.4446499999995,2805.44,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,5,2806.2816000000003,2806.23,2806.2816000000003,2806.23,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,6,2806.3414499999994,2806.23,2806.3414499999994,2806.23,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,7,2805.92,2805.7,2805.92,2805.7,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,8,3175.9646,2807.28,2807.0141818181814,2806.89,35,0.825
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,9,2886.7729,2804.52,2804.4135416666663,2804.26,8,0.96
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,10,2805.7919499999994,2805.84,2805.7919499999994,2805.84,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,11,2805.0674,2805.31,2805.0674,2805.31,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,12,2805.9992500000003,2805.84,2805.9992500000003,2805.84,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,13,2807.48075,2807.15,2807.48075,2807.15,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,14,2808.1264499999997,2807.81,2808.1264499999997,2807.81,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,15,2807.2557,2807.02,2807.2557,2807.02,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,16,2809.10005,2809.055,2809.10005,2809.055,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,17,3147.3520499999995,2811.23,2826.6689839572196,2811.09,13,0.935
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,18,2920.52215,2810.57,2825.6924352331607,2810.44,7,0.965
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,19,2809.11385,2808.99,2809.11385,2808.99,0,1.0
healthy,HEALTHY,healthy_cc_10A_2.csv,2,0,20,3150.2542,2810.96,2810.9909289617485,2810.96,17,0.915
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,0,2790.3639500000004,2790.7,2790.3639500000004,2790.7,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,1,2790.74745,2790.7,2790.74745,2790.7,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,2,2790.2183499999996,2790.18,2790.2183499999996,2790.18,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,3,2791.26745,2790.96,2791.26745,2790.96,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,4,2794.132,2794.99,2794.132,2794.99,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,5,2795.0589,2795.055,2795.0589,2795.055,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,6,2795.1941,2794.99,2795.1941,2794.99,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,7,2795.10115,2795.12,2795.10115,2795.12,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,8,2794.6728000000003,2794.535,2794.6728000000003,2794.535,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,9,2796.0092000000004,2796.03,2796.0092000000004,2796.03,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,10,2796.7644,2797.33,2796.7644,2797.33,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,11,2797.2108999999996,2797.2,2797.2108999999996,2797.2,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,12,2795.57435,2795.51,2795.57435,2795.51,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,13,2796.8869,2796.81,2796.8869,2796.81,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,14,2796.0365,2795.835,2796.0365,2795.835,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,15,2794.6689,2794.6,2794.6689,2794.6,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,16,2795.9673500000004,2795.12,2795.9673500000004,2795.12,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,17,2798.6799,2798.51,2798.6799,2798.51,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,18,2797.4127000000003,2797.46,2797.4127000000003,2797.46,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,19,2798.4255,2798.38,2798.4255,2798.38,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,20,2800.0705000000003,2800.07,2800.0705000000003,2800.07,0,1.0
healthy,HEALTHY,healthy_cc_10A_3.csv,3,0,21,2799.1834500000004,2799.29,2799.1834500000004,2799.29,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,0,2528.5571,2528.23,2528.5571,2528.23,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,1,2534.1859999999997,2534.64,2534.1859999999997,2534.64,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,2,2539.79185,2538.5,2539.79185,2538.5,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,3,2540.4446500000004,2540.65,2540.4446500000004,2540.65,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,4,2538.95635,2538.5550000000003,2538.95635,2538.5550000000003,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,5,2539.6125,2539.57,2539.6125,2539.57,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,6,2540.8318,2540.76,2540.8318,2540.76,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,7,2680.2165999999997,2541.94,2541.891623036649,2541.94,9,0.955
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,8,2542.2677,2542.215,2542.2677,2542.215,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,9,2540.9121,2540.76,2540.9121,2540.76,0,1.0
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,10,2652.1528000000003,2538.5,2538.85890625,2538.4449999999997,8,0.96
healthy,HEALTHY,healthy_cc_20A_1.csv,1,0,11,2540.8168,2540.87,2540.8168,2540.87,0,1.0
