dataset_type,fault_id,file,iteration,segment,window,rpm_raw_mean,rpm_raw_median,rpm_mean,rpm_median,rpm_invalid_samples,rpm_valid_fraction
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,3,2963.7097999999996,2963.99,2963.7097999999996,2963.99,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,4,2968.6796999999997,2968.97,2968.6796999999997,2968.97,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,5,2966.2473999999997,2965.75,2966.2473999999997,2965.75,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,6,2966.3002500000002,2965.16,2966.3002500000002,2965.16,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,7,2962.55465,2962.52,2962.55465,2962.52,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,8,2964.9973,2965.16,2964.9973,2965.16,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,9,2962.64145,2963.26,2962.64145,2963.26,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,10,2962.946,2963.035,2962.946,2963.035,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,11,2960.2989000000002,2960.04,2960.2989000000002,2960.04,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,12,2961.2740500000004,2961.35,2961.2740500000004,2961.35,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,13,2965.594149999999,2966.19,2965.594149999999,2966.19,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,14,2964.6325500000003,2964.87,2964.6325500000003,2964.87,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,15,2965.2947999999997,2966.63,2965.2947999999997,2966.63,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,16,2963.1495999999997,2963.11,2963.1495999999997,2963.11,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,17,2962.8864000000003,2962.82,2962.8864000000003,2962.82,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,18,2964.2245999999996,2964.28,2964.2245999999996,2964.28,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,19,2964.6348,2965.16,2964.6348,2965.16,0,1.0
healthy,HEALTHY,healthy_cc_04A_2.csv,2,0,20,2964.31255,2964.43,2964.31255,2964.43,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,0,2966.7698499999997,2966.77,2966.7698499999997,2966.77,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,1,2967.1061,2966.8450000000003,2967.1061,2966.8450000000003,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,2,2966.06225,2966.77,2966.06225,2966.77,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,3,2965.6654500000004,2965.75,2965.6654500000004,2965.75,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,4,2965.7333499999995,2965.89,2965.7333499999995,2965.89,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,5,2967.5670999999998,2967.51,2967.5670999999998,2967.51,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,6,2966.70635,2966.63,2966.70635,2966.63,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,7,2968.9706,2969.12,2968.9706,2969.12,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,8,2970.80115,2970.96,2970.80115,2970.96,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,9,2972.78795,2972.8,2972.78795,2972.8,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,10,2971.9064000000003,2971.77,2971.9064000000003,2971.77,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,11,2971.2556500000005,2970.59,2971.2556500000005,2970.59,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,12,2970.54515,2970.44,2970.54515,2970.44,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,13,2973.7791500000003,2973.98,2973.7791500000003,2973.98,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,14,2972.32155,2972.21,2972.32155,2972.21,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,15,2973.4894000000004,2973.465,2973.4894000000004,2973.465,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,16,2972.65215,2972.65,2972.65215,2972.65,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,17,2975.40565,2975.6,2975.40565,2975.6,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,18,2978.5563,2978.41,2978.5563,2978.41,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,19,2979.8365500000004,2979.665,2979.8365500000004,2979.665,0,1.0
healthy,HEALTHY,healthy_cc_04A_3.csv,3,0,20,2978.9719499999997,2978.7,2978.9719499999997,2978.7,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,0,2950.9176,2950.87,2950.9176,2950.87,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,1,2950.1129500000006,2950.0,2950.1129500000006,2950.0,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,2,2953.3258,2953.19,2953.3258,2953.19,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,3,2955.63275,2955.81,2955.63275,2955.81,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,4,2951.3842500000005,2950.0,2951.3842500000005,2950.0,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,5,2950.1655499999993,2950.58,2950.1655499999993,2950.58,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,6,2950.1319,2950.29,2950.1319,2950.29,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,7,2952.2043000000003,2952.32,2952.2043000000003,2952.32,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,8,2952.2841000000003,2952.47,2952.2841000000003,2952.47,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,9,2952.5607999999997,2952.47,2952.5607999999997,2952.47,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,10,2953.7376,2953.48,2953.7376,2953.48,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,11,2955.341449999999,2955.37,2955.341449999999,2955.37,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,12,2956.5394499999993,2956.54,2956.5394499999993,2956.54,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,13,2957.3516000000004,2957.27,2957.3516000000004,2957.27,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,14,2956.7383,2956.68,2956.7383,2956.68,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,15,2955.6334,2955.67,2955.6334,2955.67,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,16,2956.8986,2956.755,2956.8986,2956.755,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,17,2960.8358999999996,2961.21,2960.8358999999996,2961.21,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,18,2960.8518,2961.06,2960.8518,2961.06,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,19,2959.50105,2959.31,2959.50105,2959.31,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,20,2959.6463,2959.6,2959.6463,2959.6,0,1.0
healthy,HEALTHY,healthy_cc_05A_1.csv,1,0,21,2959.854,2959.75,2959.854,2959.75,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,0,3076.8894000000005,2926.19,2941.477538461539,2926.12,5,0.975
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,1,3022.2788,2927.83,2928.0165445026178,2927.83,9,0.955
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,2,3082.1144500000005,2930.4,2944.7863589743592,2930.4,5,0.975
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,3,2932.0784000000003,2932.41,2932.0784000000003,2932.41,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,4,2934.9618499999992,2934.99,2934.9618499999992,2934.99,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,5,3087.39175,2936.71,2951.7881025641022,2936.71,5,0.975
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,6,2933.76835,2932.98,2933.76835,2932.98,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,7,2934.29885,2934.27,2934.29885,2934.27,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,8,2934.025,2933.99,2934.025,2933.99,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,9,2930.55515,2929.12,2930.55515,2929.12,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,10,2930.60625,2930.83,2930.60625,2930.83,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,11,2931.5589999999997,2931.98,2931.5589999999997,2931.98,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,12,2931.2568499999998,2931.12,2931.2568499999998,2931.12,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,13,2932.6183499999997,2932.12,2932.6183499999997,2932.12,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,14,2931.1888999999996,2931.26,2931.1888999999996,2931.26,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,15,2931.1996999999997,2931.26,2931.1996999999997,2931.26,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,16,2932.4292000000005,2932.41,2932.4292000000005,2932.41,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,17,2932.2012,2932.12,2932.2012,2932.12,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,18,2933.2132999999994,2933.27,2933.2132999999994,2933.27,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,19,2934.16005,2934.13,2934.16005,2934.13,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,20,2933.5256499999996,2933.55,2933.5256499999996,2933.55,0,1.0
healthy,HEALTHY,healthy_cc_05A_2.csv,2,0,21,2932.0663,2931.335,2932.0663,2931.335,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,0,2931.5382500000005,2932.12,2931.5382500000005,2932.12,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,1,2929.0165000000006,2928.83,2929.0165000000006,2928.83,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,2,2928.5373500000005,2928.54,2928.5373500000005,2928.54,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,3,2929.0398500000006,2929.19,2929.0398500000006,2929.19,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,4,2930.1342000000004,2930.12,2930.1342000000004,2930.12,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,5,2931.0398,2930.83,2931.0398,2930.83,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,6,2933.8414000000002,2934.06,2933.8414000000002,2934.06,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,7,2935.0858500000004,2935.13,2935.0858500000004,2935.13,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,8,2935.9951999999994,2935.925,2935.9951999999994,2935.925,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,9,2935.697449999999,2935.85,2935.697449999999,2935.85,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,10,2936.9456,2936.71,2936.9456,2936.71,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,11,2939.88905,2940.02,2939.88905,2940.02,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,12,2940.8593999999994,2940.89,2940.8593999999994,2940.89,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,13,2939.96605,2940.17,2939.96605,2940.17,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,14,2938.5382499999996,2938.01,2938.5382499999996,2938.01,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,15,2940.1754499999997,2939.16,2940.1754499999997,2939.16,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,16,2941.9127000000003,2941.03,2941.9127000000003,2941.03,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,17,2939.9663999999993,2939.3,2939.9663999999993,2939.3,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,18,2937.23935,2937.43,2937.23935,2937.43,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,19,2938.7694000000006,2938.73,2938.7694000000006,2938.73,0,1.0
healthy,HEALTHY,healthy_cc_05A_3.csv,3,0,20,2939.32245,2939.16,2939.32245,2939.16,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,0,2921.1888499999995,2920.85,2921.1888499999995,2920.85,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,1,2922.4510999999998,2922.41,2922.4510999999998,2922.41,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,2,2921.4383,2921.41,2921.4383,2921.41,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,3,2920.8679,2920.85,2920.8679,2920.85,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,4,2921.6748,2921.7,2921.6748,2921.7,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,5,2919.9144,2920.28,2919.9144,2920.28,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,6,2922.9680500000004,2922.98,2922.9680500000004,2922.98,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,7,2923.2357500000003,2923.26,2923.2357500000003,2923.26,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,8,2925.2856000000006,2925.54,2925.2856000000006,2925.54,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,9,2923.1503,2922.55,2923.1503,2922.55,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,10,2922.6086999999998,2922.55,2922.6086999999998,2922.55,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,11,2921.8678999999997,2921.98,2921.8678999999997,2921.98,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,12,2921.5078000000003,2921.56,2921.5078000000003,2921.56,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,13,2922.0292,2922.13,2922.0292,2922.13,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,14,2921.67595,2921.98,2921.67595,2921.98,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,15,2922.5960499999997,2922.55,2922.5960499999997,2922.55,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,16,2921.64065,2921.7,2921.64065,2921.7,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,17,2922.3133000000003,2922.48,2922.3133000000003,2922.48,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,18,2921.87885,2922.13,2921.87885,2922.13,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,19,2920.50635,2920.28,2920.50635,2920.28,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,20,2923.6722999999997,2923.26,2923.6722999999997,2923.26,0,1.0
healthy,HEALTHY,healthy_cc_06A_1.csv,1,0,21,2924.96245,2924.83,2924.96245,2924.83,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,0,2903.61995,2904.02,2903.61995,2904.02,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,1,2904.3784499999997,2904.3,2904.3784499999997,2904.3,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,2,2905.4105,2905.85,2905.4105,2905.85,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,3,2907.0308499999996,2906.91,2907.0308499999996,2906.91,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,4,2908.4818000000005,2908.67,2908.4818000000005,2908.67,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,5,2909.9805499999998,2909.51,2909.9805499999998,2909.51,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,6,2907.8779,2906.7,2907.8779,2906.7,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,7,2907.9127500000004,2908.24,2907.9127500000004,2908.24,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,8,2909.2997499999997,2907.96,2909.2997499999997,2907.96,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,9,2906.6950500000003,2906.55,2906.6950500000003,2906.55,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,10,2910.78515,2910.93,2910.78515,2910.93,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,11,2906.6897,2905.85,2906.6897,2905.85,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,12,2909.3318000000004,2909.23,2909.3318000000004,2909.23,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,13,2905.58955,2905.5,2905.58955,2905.5,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,14,2908.4989,2908.67,2908.4989,2908.67,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,15,2908.80245,2908.95,2908.80245,2908.95,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,16,2908.25525,2907.82,2908.25525,2907.82,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,17,2909.28305,2909.09,2909.28305,2909.09,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,18,2910.71495,2910.93,2910.71495,2910.93,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,19,2910.1471,2910.36,2910.1471,2910.36,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,20,2908.8739,2908.1,2908.8739,2908.1,0,1.0
healthy,HEALTHY,healthy_cc_06A_2.csv,2,0,21,2908.4383499999994,2908.53,2908.4383499999994,2908.53,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,0,2908.611,2908.67,2908.611,2908.67,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,1,2909.0486499999997,2908.95,2909.0486499999997,2908.95,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,2,2909.4382,2909.09,2909.4382,2909.09,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,3,2908.78245,2908.95,2908.78245,2908.95,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,4,2909.1596499999996,2908.95,2909.1596499999996,2908.95,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,5,2908.1233999999995,2908.24,2908.1233999999995,2908.24,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,6,2908.4773,2908.53,2908.4773,2908.53,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,7,2907.4468999999995,2907.4,2907.4468999999995,2907.4,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,8,2906.9614999999994,2906.55,2906.9614999999994,2906.55,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,9,2910.3018000000006,2910.36,2910.3018000000006,2910.36,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,10,2911.3815000000004,2911.0,2911.3815000000004,2911.0,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,11,2914.926,2914.6,2914.926,2914.6,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,12,2916.732250000001,2917.72,2916.732250000001,2917.72,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,13,2911.3779,2911.63,2911.3779,2911.63,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,14,2911.57265,2911.49,2911.57265,2911.49,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,15,2911.34655,2911.35,2911.34655,2911.35,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,16,2911.65975,2911.77,2911.65975,2911.77,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,17,2911.3858999999998,2911.21,2911.3858999999998,2911.21,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,18,2911.03665,2911.21,2911.03665,2911.21,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,19,2912.1010499999998,2911.91,2912.1010499999998,2911.91,0,1.0
healthy,HEALTHY,healthy_cc_06A_3.csv,3,0,20,2912.8710499999997,2912.76,2912.8710499999997,2912.76,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,0,3101.2090500000004,3101.1,3101.2090500000004,3101.1,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,1,2893.36405,2884.75,2893.36405,2884.75,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,2,2888.9095500000003,2888.92,2888.9095500000003,2888.92,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,3,2890.2862000000005,2890.31,2890.2862000000005,2890.31,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,4,2891.2658,2891.43,2891.2658,2891.43,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,5,2891.7733999999996,2891.71,2891.7733999999996,2891.71,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,6,2894.4846999999995,2894.64,2894.4846999999995,2894.64,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,7,2895.1483999999996,2895.47,2895.1483999999996,2895.47,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,8,2892.8697,2892.82,2892.8697,2892.82,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,9,2892.4256500000006,2892.54,2892.4256500000006,2892.54,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,10,2890.9590000000003,2890.87,2890.9590000000003,2890.87,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,11,2892.39995,2892.4,2892.39995,2892.4,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,12,2892.1497999999997,2892.4,2892.1497999999997,2892.4,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,13,2892.8637,2892.4,2892.8637,2892.4,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,14,2895.8858,2895.89,2895.8858,2895.89,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,15,2895.73255,2895.89,2895.73255,2895.89,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,16,2895.8417,2895.75,2895.8417,2895.75,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,17,2895.4343,2895.47,2895.4343,2895.47,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,18,2894.9376,2895.05,2894.9376,2895.05,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,19,2895.4331000000006,2895.33,2895.4331000000006,2895.33,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,20,2894.03345,2894.08,2894.03345,2894.08,0,1.0
healthy,HEALTHY,healthy_cc_07A_1.csv,1,0,21,2894.45365,2894.5,2894.45365,2894.5,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,0,2874.1834,2874.53,2874.1834,2874.53,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,1,2874.6139500000004,2874.53,2874.6139500000004,2874.53,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,2,2875.45625,2875.7,2875.45625,2875.7,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,3,2876.0712,2876.18,2876.0712,2876.18,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,4,2877.1111499999997,2877.15,2877.1111499999997,2877.15,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,5,2879.81885,2879.91,2879.81885,2879.91,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,6,2880.40975,2880.32,2880.40975,2880.32,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,7,2879.4844,2879.285,2879.4844,2879.285,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,8,2882.1104000000005,2882.4,2882.1104000000005,2882.4,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,9,2879.8916000000004,2879.56,2879.8916000000004,2879.56,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,10,2880.49925,2880.6,2880.49925,2880.6,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,11,2882.22875,2882.19,2882.22875,2882.19,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,12,2882.3294000000005,2882.26,2882.3294000000005,2882.26,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,13,2880.97515,2880.74,2880.97515,2880.74,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,14,2881.1601500000006,2881.01,2881.1601500000006,2881.01,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,15,2883.5503999999996,2883.65,2883.5503999999996,2883.65,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,16,2884.0398999999998,2884.06,2884.0398999999998,2884.06,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,17,2883.6711,2884.2,2883.6711,2884.2,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,18,2880.62505,2880.67,2880.62505,2880.67,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,19,2882.56775,2882.68,2882.56775,2882.68,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,20,2884.8737,2884.75,2884.8737,2884.75,0,1.0
healthy,HEALTHY,healthy_cc_07A_2.csv,2,0,21,2887.52065,2887.67,2887.52065,2887.67,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,0,2872.3287,2872.46,2872.3287,2872.46,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,1,2874.67485,2874.66,2874.67485,2874.66,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,2,2876.5083999999997,2876.3900000000003,2876.5083999999997,2876.3900000000003,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,3,2876.7416000000003,2876.59,2876.7416000000003,2876.59,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,4,2877.9604,2878.11,2877.9604,2878.11,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,5,2876.6311,2876.87,2876.6311,2876.87,0,1.0
healthy,HEALTHY,healthy_cc_07A_3.csv,3,0,6,2877.7016000000003,2877.56,2877.7016000000003,2877.56,0,1.0
