timestamp_ms,ax,ay,az,acs_adc,rpm
16039,1.4329,3.213,10.5141,1295,2829.65
16044,-1.1672,-0.5531,12.232,1293,2829.65
16049,-4.0211,-0.0371,11.0828,1298,2829.65
16054,0.3795,2.7246,9.5493,1295,2828.99
16059,1.7945,3.8271,10.2747,1291,2828.99
16064,-1.6867,0.5854,11.8705,1287,2828.99
16069,-3.553,-0.8787,11.813,1293,2828.99
16074,-0.8224,2.3272,9.3063,1287,2829.12
16079,1.6676,3.9564,10.2077,1277,2829.12
16084,-1.8004,1.4305,11.4275,1274,2829.12
16089,-2.6157,-1.4317,12.2451,1271,2829.12
16094,-2.3607,1.798,9.4583,1273,2829.25
16099,1.561,3.711,10.1359,1273,2829.25
16104,-0.3124,2.1967,10.9212,1277,2829.25
16109,-1.6496,-1.403,12.3936,1262,2829.25
16114,-3.5937,1.0367,10.1095,1259,2829.25
16119,1.2486,3.2585,10.0042,1257,2829.12
16124,1.3671,3.0849,10.5237,1255,2829.12
16129,-1.1181,-0.6488,12.2212,1255,2829.12
16134,-4.0294,0.067,10.9092,1255,2829.12
16139,0.5028,2.8276,9.6259,1259,2829.39
16144,1.7334,3.7637,10.3166,1255,2829.39
16149,-1.5706,0.419,11.9818,1251,2829.39
16154,-3.7074,-0.8679,11.7304,1263,2829.39
16159,-0.6704,2.4026,9.323,1257,2829.12
16164,1.6604,3.9792,10.1933,1255,2829.12
16169,-1.9345,1.3144,11.5125,1260,2829.12
16174,-2.8371,-1.3491,12.2188,1259,2829.12
16179,-2.0638,1.8878,9.4547,1269,2829.25
16184,1.6747,3.8152,10.2101,1263,2829.25
16189,-0.6488,2.0818,10.9607,1261,2829.25
16194,-1.7334,-1.4246,12.4247,1257,2829.25
16199,-3.4046,1.1313,9.9371,1261,2829.25
16204,1.3276,3.3387,9.9551,1259,2829.25
16209,1.1325,2.8994,10.5728,1262,2829.25
16214,-1.1444,-0.8535,12.323,1255,2829.25
16219,-4.0402,0.1867,10.7931,1262,2829.25
16224,0.6045,2.8431,9.5984,1258,2829.12
16229,1.7154,3.6631,10.3549,1263,2829.12
16234,-1.5263,0.2358,11.9854,1258,2829.12
16239,-3.7972,-0.6357,11.6454,1263,2829.12
16244,-0.3771,2.5211,9.3589,1261,2829.25
16249,1.7262,4.039,10.3082,1259,2829.25
16254,-2.0399,1.2378,11.5448,1273,2829.25
16259,-2.9006,-1.2318,12.1649,1270,2829.25
16264,-1.8064,1.9872,9.3482,1267,2829.39
16269,1.7083,3.869,10.2376,1263,2829.39
16274,-0.9122,1.9573,11.0145,1265,2829.39
16279,-1.9609,-1.5,12.4056,1263,2829.39
16284,-3.2765,1.2366,9.8378,1270,2829.39
16289,1.3503,3.3974,10.0281,1273,2829.52
16294,0.9122,2.7928,10.6745,1267,2829.52
16299,-1.2749,-0.9996,12.2763,1259,2829.52
16304,-4.0007,0.3484,10.6901,1259,2829.52
16309,0.8128,2.9497,9.6833,1259,2828.99
16314,1.7514,3.6344,10.3908,1263,2828.99
16319,-1.4066,0.0886,12.0416,1263,2828.99
16324,-3.8032,-0.5327,11.564,1260,2828.99
16329,-0.1856,2.49,9.3398,1257,2828.99
16334,1.7502,3.9756,10.3058,1259,2828.99
16339,-1.9812,1.0259,11.5712,1270,2828.99
16344,-3.1125,-1.2414,12.1003,1259,2828.99
16349,-1.5993,2.0339,9.3087,1259,2828.99
16354,1.658,3.8738,10.2292,1262,2828.99
16359,-1.2091,1.7693,11.1175,1259,2828.99
16364,-2.0973,-1.4617,12.4247,1261,2828.99
16369,-3.0777,1.4569,9.7743,1261,2829.12
16374,1.4653,3.5662,10.1275,1259,2829.12
16379,0.662,2.6432,10.6937,1272,2829.12
16384,-1.2761,-1.0702,12.3098,1259,2829.12
16389,-3.9049,0.486,10.5117,1269,2829.12
16394,0.8727,2.9939,9.7671,1261,2828.59
16399,1.67,3.4249,10.4471,1259,2828.59
16404,-1.2737,-0.1616,12.0728,1262,2828.59
16409,-3.9145,-0.4369,11.406,1264,2828.59
16414,-0.067,2.557,9.4044,1263,2827.79
16419,1.6927,3.9552,10.2615,1263,2827.79
16424,-1.9992,0.8871,11.6478,1267,2827.79
16429,-3.2489,-1.1145,12.0416,1266,2827.79
16434,-1.4246,2.1727,9.3386,1259,2827.52
16439,1.7095,3.978,10.2843,1261,2827.52
16444,-1.4293,1.743,11.1809,1263,2827.52
16449,-2.2242,-1.4796,12.3373,1271,2827.52
16454,-2.8563,1.5,9.6917,1267,2827.65
16459,1.5479,3.5386,10.1478,1259,2827.65
16464,0.4669,2.496,10.7081,1260,2827.65
16469,-1.3443,-1.2953,12.3026,1255,2827.65
16474,-3.8846,0.6165,10.4615,1272,2827.65
16479,0.9469,3.0382,9.8809,1263,2827.79
16484,1.5706,3.4129,10.4794,1259,2827.79
16489,-1.3012,-0.2406,12.0787,1261,2827.79
16494,-3.9744,-0.2155,11.3126,1261,2827.79
16499,0.17,2.6935,9.5373,1271,2827.79
16504,1.7621,3.9456,10.2711,1259,2827.79
16509,-1.9393,0.8404,11.7088,1263,2827.79
16514,-3.2932,-1.008,11.9698,1263,2827.79
16519,-1.172,2.1668,9.3458,1261,2828.05
16524,1.7226,3.9217,10.1921,1263,2828.05
16529,-1.5802,1.6293,11.2216,1261,2828.05
16534,-2.3703,-1.5203,12.3182,1267,2828.05
16539,-2.7007,1.6089,9.6283,1267,2828.32
16544,1.5371,3.5841,10.1861,1260,2828.32
16549,0.2334,2.4672,10.799,1267,2828.32
16554,-1.4856,-1.2629,12.3792,1259,2828.32
16559,-3.7685,0.7518,10.3813,1275,2828.32
16564,1.1205,3.1424,9.8976,1262,2828.45
16569,1.5682,3.3172,10.4555,1257,2828.45
16574,-1.251,-0.3579,12.214,1257,2828.45
16579,-3.9504,-0.2083,11.1881,1263,2828.45
16584,0.261,2.6528,9.5158,1267,2828.45
16589,1.7238,3.8355,10.2735,1261,2828.45
16594,-1.8387,0.68,11.8345,1261,2828.45
16599,-3.4812,-1.0151,11.8908,1259,2828.45
16604,-1.0331,2.2709,9.3386,1259,2828.45
16609,1.7011,3.9911,10.2568,1267,2828.45
16614,-1.8268,1.5359,11.2767,1263,2828.45
16619,-2.5331,-1.4006,12.2823,1268,2828.45
16624,-2.5103,1.7561,9.6127,1263,2828.59
16629,1.6053,3.7433,10.137,1261,2828.59
16634,-0.0287,2.2996,10.8457,1271,2828.59
16639,-1.5479,-1.3587,12.3206,1263,2828.59
16644,-3.6643,0.8906,10.155,1278,2828.59
16649,1.1708,3.2394,9.997,1260,2828.85
16654,1.4401,3.1005,10.4447,1260,2828.85
16659,-1.1468,-0.6081,12.1973,1260,2828.85
16664,-4.0701,-0.0802,11.084,1267,2828.85
16669,0.3879,2.7569,9.5696,1263,2828.99
16674,1.7095,3.7781,10.3046,1261,2828.99
16679,-1.8244,0.5279,11.8968,1259,2828.99
16684,-3.6188,-0.7901,11.8621,1262,2828.99
16689,-0.7386,2.387,9.3805,1261,2828.99
16694,1.7609,3.9983,10.2759,1273,2828.99
16699,-1.8986,1.4664,11.3425,1261,2828.99
16704,-2.6193,-1.3886,12.2284,1261,2828.99
16709,-2.2553,1.7825,9.4583,1267,2828.99
16714,1.6616,3.6835,10.1071,1257,2828.99
16719,-0.322,2.1679,10.8757,1271,2828.99
