timestamp_ms,ax,ay,az,acs_adc,rpm
19004,-2.9844,1.4928,9.9479,1416,2777.52
19009,1.3216,3.0011,10.4471,1399,2777.39
19014,2.2877,2.6097,10.8733,1400,2777.39
19019,-2.8455,-0.4992,11.9028,1401,2777.39
19024,-3.8858,0.6201,10.5943,1401,2777.39
19029,0.5638,2.8216,10.1023,1397,2777.26
19034,2.1739,3.4884,10.5046,1403,2777.26
19039,-2.7665,0.5866,11.8106,1399,2777.26
19044,-3.8116,-0.2969,11.2791,1403,2777.26
19049,-0.9912,2.4157,9.7959,1400,2777.01
19054,1.8268,3.4716,10.4734,1403,2777.01
19059,-0.0718,1.4449,11.3641,1415,2777.01
19064,-2.9329,-0.3388,11.9746,1404,5287.74
19069,-2.7557,1.5203,9.8916,1415,5287.74
19074,1.3587,2.9544,10.4746,1397,5849.66
19079,2.144,2.5426,10.9822,1399,5849.66
19084,-2.9042,-0.5483,12.0368,1391,5849.66
19089,-3.802,0.7997,10.5249,1401,5849.66
19094,0.8176,2.9149,10.1311,1400,2777.39
19099,2.217,3.3962,10.4483,1405,2777.39
19104,-2.8443,0.5315,11.8788,1403,2777.39
19109,-3.7864,-0.2286,11.1965,1401,2777.39
19114,-0.7661,2.4313,9.7731,1403,2777.78
19119,1.8148,3.4728,10.4675,1407,2777.78
19124,-0.5195,1.2965,11.4826,1414,2777.78
19129,-3.3627,-1.1349,11.6454,1399,5292.87
19134,-2.6121,1.7095,9.8653,1391,5292.87
19139,1.4712,3.1005,10.5093,1395,5846.24
19144,2.0027,2.4122,11.072,1407,5846.24
19149,-2.8826,-0.6309,11.8716,1397,5846.24
19154,-3.7146,0.8918,10.4375,1402,5846.24
19159,0.9254,2.8862,10.1778,1407,2777.91
19164,2.2541,3.207,10.5656,1407,2777.91
19169,-2.8575,0.3208,11.789,1402,5291.01
19174,-3.8774,-0.1628,11.1426,1403,5291.01
19179,-0.5327,2.4983,9.8833,1401,5847.95
19184,1.8364,3.5015,10.495,1405,5847.95
19189,-0.9828,1.2294,11.5113,1402,5847.95
19194,-3.4405,-0.9804,11.5963,1400,5847.95
19199,-3.7852,0.7195,10.4447,1398,5847.95
19204,1.5526,3.2166,10.4746,1403,2777.52
19209,1.9022,2.2254,11.0253,1403,2777.52
19214,-2.8599,-0.2705,11.9758,1405,2777.52
19226,0.0,-28.7723,0.1556,1403,2778.03
19229,2.2589,3.1149,10.562,1397,2778.03
19234,-2.958,0.2119,11.9351,1397,2778.03
19239,-3.9875,0.0599,10.9427,1399,2778.03
19244,-0.2813,2.6803,9.8761,1402,2777.78
19249,1.986,3.6619,10.495,1405,2777.78
19254,-1.4389,1.148,11.5652,1397,5289.61
19259,-3.4764,-0.844,11.5796,1414,5289.61
19264,-2.1105,1.9249,9.8569,1408,5851.38
19269,1.5646,3.1328,10.4339,1402,5851.38
19274,1.6017,2.0423,11.0301,1413,5851.38
19279,-2.9437,-1.0116,11.8226,1401,5288.21
19284,-3.5279,1.0882,10.2232,1399,5288.21
19289,1.0762,2.8994,10.3597,1397,5851.95
19294,2.3092,3.0861,10.6518,1406,5851.95
19299,-1.0307,1.1863,11.5005,1395,5851.95
19304,-3.9337,0.2981,10.9415,1405,5851.95
19309,0.0048,2.7653,9.9108,1401,2777.91
19314,2.0303,3.5686,10.3681,1415,2777.91
19319,-1.7382,0.9361,11.5185,1401,5287.74
19324,-3.2094,-1.1851,11.746,1417,5287.74
19329,-1.8519,1.98,9.7648,1413,5853.09
19334,1.5359,3.1807,10.5285,1399,5853.09
19339,2.0949,3.4728,10.4076,1407,5853.09
19344,-3.0406,-1.0032,11.8633,1395,5853.09
19349,-3.8116,0.8009,10.5931,1403,5853.09
19354,1.2342,2.9963,10.3825,1399,2778.29
19359,2.3834,2.9628,10.6865,1413,2778.29
19364,-2.9461,-0.0778,11.9746,1395,2778.29
19369,-3.8666,0.3579,10.8649,1415,3479.47
19374,0.1676,2.7126,9.985,1405,3479.47
19379,1.9956,3.4931,10.4148,1407,3479.47
19384,-2.1332,0.8559,11.6741,1398,5105.08
19389,-3.6847,-0.7207,11.4646,1413,5105.08
19394,-3.4417,1.2163,10.2747,1407,6100.66
19399,1.664,3.3627,10.4842,1397,6100.66
19404,2.1739,2.5211,10.9511,1413,5104.65
19409,-3.1029,-1.0403,11.8489,1396,5104.65
19414,-3.1855,1.4186,10.0365,1405,5104.65
19419,1.2725,2.9832,10.3753,1399,4228.03
19424,2.4134,2.7629,10.7631,1415,4228.03
19429,-2.8299,-0.2765,11.9662,1403,5291.01
19434,-3.8906,0.4345,10.6901,1405,5291.01
19439,0.3352,2.7809,10.0664,1401,5851.38
19444,2.0004,3.4584,10.4483,1403,5851.38
19449,-2.4768,0.7781,11.7759,1397,5851.38
19454,-3.7792,-0.5255,11.3964,1405,5851.38
19459,-1.33,2.3176,9.7935,1407,2778.42
19464,1.7669,3.4225,10.4519,1399,2778.42
19469,2.0039,2.2326,11.0109,1415,2778.42
19474,-3.1268,-1.1349,11.7591,1401,2778.42
19479,-2.9473,1.4329,9.9802,1415,2778.42
19484,1.33,2.958,10.4172,1399,2778.03
19489,2.302,2.6492,10.8876,1414,2778.03
19494,-2.879,-0.4633,11.9854,1401,6472.49
19499,-3.8834,0.6656,10.647,1401,6472.49
19504,0.5662,2.8838,10.0916,1391,4866.97
19509,2.1416,3.4848,10.4686,1402,4866.97
19514,-1.2079,1.1815,11.5353,1399,4866.97
19519,-3.79,-0.3687,11.2456,1401,4866.97
19524,-1.0127,2.3906,9.7683,1400,2778.29
19529,1.7861,3.3986,10.4435,1403,2778.29
19534,-0.0227,1.4521,11.4048,1413,2778.29
19539,-3.292,-1.2378,11.6849,1400,2778.29
19544,-2.8048,1.5742,9.9695,1417,2778.29
19549,1.3396,3.0251,10.483,1396,2778.81
19554,2.1452,2.5738,10.9882,1399,2778.81
19559,-2.9269,-0.5543,11.9842,1392,2778.81
19564,-3.7625,0.7877,10.5656,1400,2778.81
19569,0.7769,2.8695,10.1275,1403,2778.55
19574,2.2434,3.3483,10.477,1400,2778.55
19579,-2.7797,0.4741,11.8345,1403,2778.55
19584,-3.869,-0.2682,11.1678,1403,2778.55
19589,-0.7638,2.4517,9.7193,1401,2778.81
19594,1.7609,3.4225,10.4962,1403,2778.81
19599,1.3635,2.0518,11.2408,1415,2778.81
19604,-3.3375,-1.1133,11.6286,1399,2778.81
19609,-2.5941,1.7693,9.8078,1399,2778.81
19614,1.4736,3.1364,10.4998,1397,2778.94
19619,2.0542,2.4014,10.9798,1399,2778.94
19624,-2.8718,-0.6776,11.9866,1397,2778.94
19629,-3.6907,0.8859,10.4327,1401,2778.94
19634,0.8547,2.8802,10.2113,1407,2779.32
19639,2.2565,3.1831,10.4327,1407,2779.32
19644,-2.8874,0.3053,11.8788,1401,2779.32
19649,-3.9851,-0.1568,11.0828,1403,2779.32
19654,-1.6831,2.1847,9.7995,1400,2779.19
19659,1.834,3.5338,10.4208,1400,2779.19
19664,-1.0738,1.2749,11.6011,1403,2779.19
19669,-3.4249,-0.9625,11.6538,1403,2779.19
19674,-2.2913,1.8914,9.7755,1403,2779.19
19679,1.5502,3.1532,10.4758,1401,2779.06
19684,1.8411,2.2158,11.0959,1405,2779.06
19689,-2.8826,-0.9074,11.8932,1405,2779.06
19694,-3.5733,0.9589,10.3214,1402,2779.06
19699,0.9409,2.8503,10.3046,1413,2778.94
19704,2.2948,3.1232,10.6015,1407,2778.94
19709,-0.6967,1.336,11.4898,1401,2778.94
19714,-3.9792,0.1269,11.0445,1397,2778.94
19719,-0.2227,2.6875,9.8713,1402,2779.32
19724,1.9836,3.5997,10.4184,1403,2779.32
19729,-1.5191,1.0523,11.6011,1396,2779.32
19734,-3.5003,-0.9218,11.5628,1407,2779.32
19739,-2.053,1.9501,9.7264,1405,2779.58
19744,1.5371,3.1735,10.4471,1403,2779.58
19749,1.5143,2.0207,11.1354,1407,6430.18
19754,-3.0035,-1.0499,11.9578,1407,6430.18
19759,-3.4536,1.1612,10.2149,1403,6430.18
19764,1.081,2.9161,10.3753,1399,4898.36
19769,2.3308,3.0239,10.6303,1403,4898.36
19774,-2.9509,0.0323,11.989,1395,4898.36
19779,-3.8834,0.2562,10.8804,1405,4898.36
19784,0.0934,2.7521,9.9371,1400,2780.48
19789,2.0446,3.5027,10.4196,1407,2780.48
19794,-1.9381,0.9266,11.7088,1399,2780.48
19799,-3.6559,-0.8056,11.4096,1416,2780.48
19804,-1.7358,2.0949,9.7791,1407,2780.61
19809,1.5981,3.2765,10.495,1403,2780.61
19814,1.0534,1.8663,11.321,1407,2780.61
19819,-3.1029,-1.0558,11.8477,1395,2780.61
19824,-3.2465,1.3443,10.0952,1403,2780.61
19829,1.221,3.0095,10.3992,1397,2780.74
19834,2.3499,2.8886,10.726,1407,2780.74
19839,-1.7262,0.978,11.6346,1397,2780.74
19844,-3.8535,0.3448,10.7727,1407,2780.74
19849,0.2861,2.7198,9.9934,1403,2780.87
19854,2.0506,3.4488,10.4028,1404,2780.87
19859,1.3336,1.9848,11.1821,1399,2780.87
19864,-3.7685,-0.65,11.3725,1408,2780.87
