timestamp_ms,ax,ay,az,acs_adc,rpm
19668,-2.8527,0.0742,12.6558,1353,2933.7
19673,-5.2816,-0.0646,10.896,1368,2933.7
19678,0.4848,2.8563,9.1842,1353,2933.55
19683,2.9401,3.6452,10.7105,1361,2933.55
19688,-2.2853,0.3184,12.4331,1361,2933.55
19693,-5.126,-0.5447,11.1342,1356,2933.55
19698,-0.2071,2.6528,8.9974,1365,2933.41
19703,2.8706,3.6536,10.671,1359,2933.41
19708,-1.476,0.5303,12.1889,1363,2933.41
19713,-4.9608,-0.917,11.4539,1359,2933.41
19718,-0.9409,2.5007,8.9435,1367,2933.41
19723,2.7569,3.6212,10.6482,1368,2933.41
19728,-0.5183,0.7302,11.9818,1361,2933.41
19733,-4.8088,-1.1971,11.7316,1364,2933.41
19738,-1.6843,2.3164,8.9268,1369,2933.41
19743,2.6671,3.5686,10.5764,1366,2933.41
19748,0.4082,1.0415,11.8693,1364,2933.41
19753,-4.6005,-1.3779,12.044,1371,2933.41
19758,-2.5247,2.1572,9.0357,1368,2933.55
19763,2.5606,3.5135,10.562,1357,2933.55
19768,1.324,1.4832,11.746,1365,2933.55
19773,-4.4365,-1.3934,12.2475,1364,2933.55
19778,-3.2717,2.0159,9.3889,1372,2933.55
19783,2.5486,3.4117,10.2795,1363,2933.55
19788,2.1679,1.9201,11.5401,1369,2933.55
19793,-4.0857,-1.2234,12.4762,1367,2933.55
19798,-3.8966,1.8543,9.5469,1367,2933.55
19803,2.4505,3.3411,10.082,1363,2933.55
19808,2.7461,2.2936,11.3377,1368,2933.55
19813,-3.8882,-1.0965,12.5863,1359,2933.55
19818,-4.4209,1.4928,9.736,1375,2933.55
19823,2.2434,3.2226,9.8809,1363,2933.41
19828,3.0538,2.636,11.1558,1367,2933.41
19833,-3.6464,-0.7937,12.7024,1366,2933.41
19838,-4.7884,1.1552,9.9958,1363,2933.41
19843,1.9836,3.1137,9.572,1365,2933.12
19848,3.1328,2.9233,11.0624,1367,2933.12
19853,-3.4728,-0.5195,12.8425,1361,2933.12
19858,-5.0218,0.7733,10.2364,1369,2933.12
19863,1.573,3.0299,9.4032,1366,2932.84
19868,3.0227,3.2417,10.9966,1367,2932.84
19873,-3.2549,-0.1987,12.7156,1365,2932.84
19878,-5.2253,0.3891,10.5884,1369,2932.84
19883,1.0977,2.9221,9.2189,1367,2932.55
19888,3.0502,3.5386,10.8637,1371,2932.55
19893,-2.891,0.0431,12.4199,1355,2932.55
19898,-5.187,-0.0227,10.9978,1375,2932.55
19903,0.5447,2.7641,8.9854,1369,2932.55
19908,2.9724,3.632,10.8146,1369,2932.55
19913,-2.3296,0.2693,12.4798,1363,2932.55
19918,-5.2206,-0.4872,11.1247,1369,2932.55
19923,-0.1281,2.6528,9.0118,1373,2932.26
19928,2.8527,3.6176,10.6374,1369,2932.26
19933,-1.5191,0.4357,12.2116,1365,2932.26
19938,-4.9871,-0.9074,11.5628,1371,2932.26
19943,-0.8966,2.4588,8.8322,1369,2932.41
19948,2.7318,3.6524,10.6757,1369,2932.41
19953,-0.6273,0.7793,12.1003,1362,2932.41
