timestamp_ms,ax,ay,az,acs_adc,rpm
38843,-3.6284,1.6496,9.7133,1382,2942.91
38848,2.6276,3.2298,10.009,1372,2943.05
38853,2.4325,2.4229,11.2911,1369,2943.05
38858,-4.0881,-1.2186,12.615,1372,2943.05
38863,-4.1001,1.3348,9.8354,1367,2943.05
38868,2.46,3.1831,9.9144,1371,2942.91
38873,2.5941,2.7689,11.2575,1371,2942.91
38878,-3.9636,-1.0127,12.627,1368,2942.91
38883,-4.5131,1.1779,10.161,1373,2942.91
38888,2.2589,3.1436,9.7181,1371,2943.05
38893,2.8527,3.0502,11.0445,1379,2943.05
38898,-3.8726,-0.7135,12.7779,1367,2943.05
38903,-4.8028,0.8152,10.3621,1371,2943.05
38908,2.0435,3.1316,9.6546,1381,2942.91
38913,2.9209,3.4165,10.8828,1374,2942.91
38918,-3.6524,-0.4142,12.724,1362,2942.91
38923,-4.9416,0.5136,10.5692,1379,2942.91
38928,1.6568,3.0454,9.4212,1372,2942.76
38933,2.97,3.5255,10.7248,1381,2942.76
38938,-3.3531,-0.1844,12.5827,1368,2942.76
38943,-5.041,0.091,10.8302,1380,2942.76
38948,1.2091,2.9604,9.238,1371,2942.62
38953,2.9401,3.6667,10.7296,1373,2942.62
38958,-3.0203,0.0467,12.5708,1373,2942.62
38963,-5.1188,-0.3196,11.0002,1369,2942.62
38968,0.65,2.7665,9.1674,1375,2942.33
38973,2.8778,3.6727,10.6326,1375,2942.33
38978,-2.5654,0.1676,12.3026,1367,2942.33
38983,-5.1068,-0.6201,11.3737,1375,2942.33
38988,0.0359,2.6635,9.0716,1381,2942.33
38993,2.7629,3.7541,10.6422,1379,2942.33
38998,-1.9609,0.5555,12.2882,1372,2942.33
39003,-5.1056,-0.9565,11.4108,1371,2942.33
39008,-0.5662,2.5702,9.1482,1373,2942.33
39013,2.727,3.717,10.5153,1373,2942.33
39018,-1.1875,0.7841,12.0943,1371,2942.33
39023,-4.9488,-1.1049,11.8812,1378,2942.33
39028,-1.2079,2.4373,9.08,1375,2942.47
39033,2.7078,3.6955,10.5345,1369,2942.47
39038,-0.3316,1.1013,11.9135,1379,2942.47
39043,-4.7776,-1.3563,11.8693,1373,2942.47
39048,-1.8735,2.2984,9.2799,1383,2942.19
39053,2.745,3.5123,10.3717,1368,2942.19
