timestamp_ms,ax,ay,az,acs_adc,rpm
10988,-1.8052,2.5965,8.1762,1343,2994.46
10993,3.2286,3.7661,10.5237,1341,2994.46
10998,0.6548,0.5638,12.4211,1351,2994.46
11003,-5.9304,-1.0056,12.0536,1341,2994.46
11008,-1.8232,2.569,8.2121,1351,2994.46
11013,3.2417,3.7852,10.4794,1351,2994.46
11018,0.7626,0.571,12.4391,1352,2994.46
11023,-5.9005,-1.0223,12.0488,1343,2994.46
11028,-1.8818,2.5953,8.2468,1358,2994.61
11033,3.2741,3.7864,10.4686,1343,2994.61
11038,0.8739,0.5794,12.4199,1352,2994.61
11043,-5.8945,-1.0415,12.0692,1340,2994.61
11048,-1.901,2.5654,8.2349,1351,2994.31
11053,3.2489,3.7038,10.3765,1357,2994.31
11058,0.9708,0.5926,12.4642,1353,2994.31
11063,-5.8215,-1.0546,12.0608,1337,2994.31
11068,-1.998,2.5391,8.1822,1349,2994.61
11073,3.2358,3.705,10.3513,1341,2994.61
11078,1.0774,0.6464,12.4343,1351,2994.61
11083,-5.8311,-1.0989,12.1578,1351,2994.61
11088,-2.0458,2.4876,8.1582,1356,2994.91
11093,3.2058,3.705,10.3657,1357,2994.91
11098,1.0774,0.5914,12.4008,1353,2994.91
11103,-5.8155,-1.136,12.1613,1350,2994.91
11108,-2.1284,2.5151,8.2037,1351,2994.91
11113,3.1699,3.6931,10.4399,1353,2994.91
11118,1.1325,0.6357,12.3421,1353,2994.91
11123,-5.843,-1.1384,12.1961,1351,2994.91
11128,-2.2206,2.5019,8.2193,1353,2994.76
11133,3.1436,3.6703,10.3561,1355,2994.76
11138,1.2019,0.7051,12.3912,1351,2994.76
11143,-5.8395,-1.1779,12.1566,1355,2994.76
11148,-2.3008,2.4936,8.2576,1353,2994.61
11153,3.1137,3.6883,10.3813,1357,2994.61
11158,1.2785,0.7326,12.4187,1351,2994.61
11163,-5.8155,-1.172,12.214,1351,2994.61
11168,-2.3727,2.4684,8.2636,1355,2994.46
11173,3.0777,3.7613,10.4435,1352,2994.46
11178,1.2977,0.753,12.3397,1351,2994.46
11183,-5.8347,-1.154,12.2846,1351,2994.46
11188,-2.4684,2.5151,8.2672,1355,2994.16
11193,3.0706,3.7816,10.3525,1355,2994.16
11198,1.3647,0.8021,12.2811,1341,2994.16
11203,-5.788,-1.1636,12.3289,1351,2994.16
11208,-2.4744,2.5115,8.2744,1353,2994.01
11213,3.1436,3.784,10.3573,1358,2994.01
11218,1.4796,0.8116,12.317,1349,2994.01
11223,-5.7497,-1.154,12.3493,1353,2994.01
11228,-2.5462,2.4792,8.333,1353,2994.31
11233,3.1436,3.7194,10.319,1357,2994.31
11238,1.579,0.8739,12.2775,1343,2994.31
11243,-5.6874,-1.227,12.3996,1357,2994.31
11248,-2.6228,2.4612,8.3019,1355,2994.61
11253,3.1316,3.6871,10.2867,1357,2994.61
11258,1.6676,0.8751,12.2954,1341,2994.61
11263,-5.6814,-1.2079,12.3792,1351,2994.61
11268,-2.6683,2.4122,8.2839,1359,2994.91
11273,3.122,3.7086,10.234,1355,2994.91
11278,1.7502,0.8871,12.2212,1342,2994.91
11283,-5.624,-1.2677,12.4008,1352,2994.91
11288,-2.721,2.3894,8.266,1355,2995.36
11293,3.0754,3.6787,10.307,1361,2995.36
11298,1.8196,0.8751,12.2176,1339,2995.36
11303,-5.6802,-1.2306,12.4295,1353,2995.36
11308,-2.7857,2.4014,8.2995,1357,2995.66
11313,3.0742,3.6392,10.2687,1359,2995.66
11318,1.8064,0.9122,12.2392,1349,2995.66
11323,-5.697,-1.2558,12.4522,1351,2995.66
11328,-2.8862,2.3942,8.3234,1358,2995.51
11333,2.9951,3.6129,10.2268,1359,2995.51
11338,1.8507,0.9565,12.299,1349,2995.51
11343,-5.697,-1.2845,12.4882,1352,2995.51
11348,-2.9556,2.4217,8.3222,1356,2995.51
11353,2.9939,3.6428,10.1909,1357,2995.51
11358,1.8591,0.9948,12.2116,1343,2995.51
11363,-5.6695,-1.3036,12.5755,1349,2995.51
11368,-3.0358,2.4098,8.3582,1355,2995.06
11373,2.9892,3.6715,10.2651,1355,2995.06
11378,1.9213,1.0068,12.2715,1342,2995.06
11383,-5.6539,-1.2594,12.5767,1343,2995.06
11388,-3.0993,2.4457,8.3821,1357,2994.91
11393,2.9604,3.7062,10.1778,1359,2994.91
11398,1.9525,1.093,12.2918,1349,2994.91
11403,-5.6587,-1.2701,12.6306,1349,2994.91
11408,-3.1699,2.3523,8.3007,1359,2994.91
11413,3.0586,3.711,10.2137,1357,2994.91
11418,2.0973,1.0798,12.2691,1340,2994.91
11423,-5.618,-1.2917,12.5684,1349,2994.91
11428,-3.1388,2.387,8.4001,1361,2994.76
11433,2.9904,3.7182,10.2711,1359,2994.76
11438,2.1847,1.1408,12.2236,1349,2994.76
11443,-5.4971,-1.2917,12.6366,1351,2994.76
11448,-3.2214,2.3834,8.3941,1355,2995.21
11453,3.043,3.6559,10.2089,1357,2995.21
11458,2.2601,1.1085,12.1362,1341,2995.21
11463,-5.5378,-1.312,12.651,1351,2995.21
11468,-3.3016,2.3272,8.3785,1361,2995.51
11473,2.9892,3.6368,10.2197,1355,2995.51
11478,2.3619,1.1061,12.135,1341,2995.51
11483,-5.5246,-1.336,12.7312,1353,2995.51
11488,-3.3722,2.2924,8.3785,1361,2995.81
11493,3.0526,3.5997,10.155,1353,2995.81
11498,2.3667,1.1289,12.0895,1343,2995.81
11503,-5.527,-1.3611,12.6665,1343,2995.81
11508,-3.3878,2.3224,8.424,1362,2995.66
11513,2.9664,3.5973,10.1442,1349,2995.66
11518,2.3308,1.1229,12.1542,1341,2995.66
11523,-5.5438,-1.3324,12.7084,1351,2995.66
11528,-3.4728,2.296,8.43,1353,2995.51
11533,2.9449,3.5757,10.1191,1349,2995.51
11538,2.4205,1.1935,12.1817,1343,2995.51
11543,-5.5103,-1.318,12.6797,1353,2995.51
11548,-3.5662,2.3451,8.4803,1363,2994.61
11553,2.8982,3.6284,10.1514,1353,2994.61
11558,2.4421,1.2366,12.1087,1351,2994.61
11563,-5.515,-1.3204,12.7467,1353,2994.61
11568,-3.5769,2.3703,8.4874,1361,2993.71
11573,2.897,3.6272,10.1406,1351,2993.71
11578,2.4541,1.2713,12.0644,1349,2993.71
11583,-5.4779,-1.3144,12.7874,1355,2993.71
11588,-3.6739,2.3092,8.5305,1359,2993.71
11593,2.8886,3.6691,10.1143,1352,2993.71
11598,2.557,1.312,12.0895,1349,2993.71
11603,-5.4588,-1.2977,12.8377,1353,2993.71
11608,-3.7326,2.3092,8.5114,1363,2993.27
11613,2.9197,3.6404,10.0365,1354,2993.27
11618,2.6312,1.3647,12.1135,1353,2993.27
11623,-5.3522,-1.312,12.8269,1357,2993.27
11628,-3.7781,2.2625,8.5844,1362,2993.27
11633,2.9125,3.6308,10.0413,1352,2993.27
11638,2.7641,1.4018,12.0632,1351,2993.27
11643,-5.3451,-1.2989,12.8605,1357,2993.27
11648,-3.8798,2.2242,8.5425,1357,2992.67
11653,2.958,3.6224,10.0305,1353,2992.67
11658,2.8323,1.3946,12.0189,1351,2992.67
11663,-5.296,-1.3659,12.8904,1359,2992.67
11668,-3.9636,2.2003,8.4982,1353,2993.27
11673,2.9233,3.5937,10.0305,1352,2993.27
11678,2.8826,1.409,12.0045,1351,2993.27
11683,-5.2337,-1.3372,12.9359,1359,2993.27
11688,-4.0115,2.1332,8.594,1357,2992.67
11693,2.8443,3.5997,9.9778,1355,2992.67
11698,2.9185,1.4736,12.0177,1351,2992.67
11703,-5.2409,-1.3635,12.9323,1363,2992.67
11708,-4.13,2.1452,8.6084,1357,2993.86
11713,2.8695,3.547,9.9383,1353,2993.86
11718,2.9509,1.5335,11.995,1351,2993.86
11723,-5.2876,-1.3886,13.0053,1355,2993.86
11728,-4.2198,2.1213,8.679,1359,2993.71
11733,2.7964,3.5039,9.9575,1357,2993.71
11738,2.9568,1.5981,12.0309,1354,2993.71
11743,-5.2301,-1.3096,12.9706,1363,2993.71
11748,-4.3227,2.1536,8.7113,1355,2993.71
11753,2.7701,3.559,9.9611,1353,2993.71
11758,3.037,1.6233,11.9423,1353,2993.71
11763,-5.2481,-1.3384,13.0831,1363,2993.71
11768,-4.4197,2.1261,8.7364,1356,2993.56
11773,2.7533,3.5721,9.9359,1351,2993.56
11778,3.0969,1.6747,11.8776,1353,2993.56
11783,-5.1727,-1.2534,13.0292,1359,2993.56
11788,-4.4269,2.132,8.7628,1341,2992.67
11793,2.7988,3.5602,9.9395,1351,2992.67
11798,3.2022,1.67,11.8896,1353,2992.67
11803,-5.1212,-1.2617,13.0831,1357,2992.67
11808,-4.5143,2.1249,8.8406,1353,2991.77
11813,2.794,3.5159,9.8282,1343,2991.77
11818,3.2956,1.7717,11.9064,1351,2991.77
11823,-5.0111,-1.2151,13.0388,1359,2991.77
11828,-4.6148,2.0686,8.8514,1359,2990.88
11833,2.7426,3.4836,9.8378,1341,2990.88
11838,3.3782,1.7729,11.8441,1355,2990.88
11843,-4.9153,-1.2761,13.1609,1358,2990.88
11848,-4.6424,2.0267,8.8681,1361,2990.43
11853,2.7797,3.4824,9.7863,1343,2990.43
11858,3.4512,1.8292,11.7795,1358,2990.43
11863,-4.8495,-1.2462,13.2076,1355,2990.43
11868,-4.7489,1.9764,8.9028,1356,2990.13
11873,2.721,3.4297,9.7935,1343,2990.13
11878,3.4333,1.8627,11.7711,1358,2990.13
11883,-4.8052,-1.2881,13.1681,1351,2990.13
11888,-4.865,1.8711,8.9471,1359,2989.98
11893,2.721,3.4441,9.7468,1344,2989.98
11898,3.5075,1.9213,11.7483,1357,2989.98
11903,-4.8123,-1.2701,13.2232,1351,2989.98
11908,-4.9907,1.8759,9.0034,1357,2989.98
11913,2.6384,3.4046,9.7217,1349,2989.98
11918,3.5482,1.9932,11.8034,1354,2989.98
11923,-4.7537,-1.2653,13.2399,1350,2989.98
11928,-5.1176,1.8711,9.0668,1357,2989.98
11933,2.6276,3.4058,9.6367,1355,2989.98
11938,3.535,2.1308,11.716,1363,2989.98
11943,-4.7034,-1.2378,13.2747,1351,2989.98
11948,-5.1643,1.8423,9.1028,1350,2989.83
11953,2.5498,3.4441,9.5924,1353,2989.83
11958,3.626,2.1727,11.6837,1358,2989.83
11963,-4.6459,-1.148,13.3704,1349,2989.83
11968,-5.2876,1.8304,9.165,1353,2989.83
11973,2.5606,3.4261,9.5134,1351,2990.43
11978,3.7206,2.2709,11.6466,1361,2990.43
11983,-4.5765,-1.1265,13.3525,1343,2990.43
11988,-5.3618,1.7741,9.1842,1353,2990.43
11993,2.5211,3.4237,9.5409,1353,2990.43
11998,3.7769,2.2505,11.6179,1357,2990.43
12003,-4.5155,-1.0582,13.3417,1352,2990.43
12008,-5.4073,1.7406,9.2165,1355,2990.43
12013,2.5127,3.3471,9.4463,1355,2990.88
12018,3.8427,2.2984,11.6071,1353,2990.88
12023,-4.4293,-1.0858,13.3537,1350,2990.88
12028,-5.4959,1.658,9.2692,1351,2990.88
12033,2.4804,3.3686,9.4116,1355,2990.88
12038,3.8954,2.3475,11.5149,1351,2990.88
12043,-4.3503,-1.0774,13.3872,1351,2990.88
12048,-5.5354,1.6508,9.3494,1355,2990.88
12053,2.466,3.3543,9.4224,1357,2990.73
12058,3.9073,2.3727,11.4838,1351,2990.73
12063,-4.2449,-1.0606,13.4111,1351,2990.73
12068,-5.63,1.555,9.3386,1355,2990.73
12073,2.4014,3.3591,9.3494,1357,2991.03
12078,3.9025,2.3798,11.4694,1350,2991.03
12083,-4.2198,-1.0367,13.4183,1349,2991.03
12088,-5.6982,1.5143,9.3314,1355,2991.03
12093,2.3595,3.3387,9.2799,1359,2991.18
12098,3.8762,2.4541,11.5927,1359,2991.18
12103,-4.1863,-1.0319,13.4722,1349,2991.18
12108,-5.7593,1.5143,9.5193,1367,2991.18
12113,2.332,3.3064,9.3206,1355,2991.47
12118,3.9289,2.5546,11.4982,1353,2991.47
12123,-4.1168,-1.0666,13.38,1341,2991.47
12128,-5.8335,1.4844,9.4679,1364,2991.47
12133,2.3092,3.3303,9.2991,1355,2991.18
12138,3.9014,2.6001,11.5353,1357,2991.18
12143,-4.0666,-0.9708,13.4267,1348,2991.18
12148,-5.8622,1.3982,9.5122,1367,2991.18
12153,2.2649,3.3028,9.2715,1355,2991.92
12158,3.8954,2.6564,11.3198,1351,2991.92
12163,-4.0043,-0.8966,13.4279,1341,2991.92
12168,-5.9101,1.4042,9.6558,1363,2991.92
12173,2.235,3.3279,9.2668,1343,2992.07
12178,3.9516,2.6576,11.3342,1361,2992.07
12183,-3.9157,-0.9074,13.4351,1343,2992.07
12188,-5.9867,1.3611,9.6331,1365,2992.07
12193,2.2386,3.3303,9.1722,1351,2992.22
12198,4.039,2.6923,11.3497,1353,2992.22
12203,-3.8846,-0.8356,13.4949,1342,2992.22
12208,-5.9807,1.3467,9.7241,1364,2992.22
12213,2.1955,3.2681,9.0609,1351,2992.52
12218,4.0749,2.7497,11.3282,1352,2992.52
12223,-3.8511,-0.808,13.447,1342,2992.52
12228,-6.0202,1.2701,9.6953,1365,2992.52
