dataset_type,fault_id,fault_description,file,iteration,segment,window,start_time_s,original_fault_id,label_origin,label_rationale,ax_mean,ax_std,ax_rms,ax_peak,ax_p2p,ax_crest,ay_mean,ay_std,ay_rms,ay_peak,ay_p2p,ay_crest,az_mean,az_std,az_rms,az_peak,az_p2p,az_crest,acc_mag_rms,acc_mag_std,acc_mag_peak,acc_mag_p2p,acs_mean,acs_std,acs_rms,acs_min,acs_max,acs_p2p,rpm_mean,rpm_median,rpm_std,rpm_min,rpm_max,rpm_p2p,rpm_cv_percent,rpm_slope_rpm_per_s,dominant_frequency_Hz,dominant_amplitude,spectral_energy,spectral_centroid_Hz,group
healthy,HEALTHY,,healthy_cc_02A_2.csv,2,0,21,21.0,HEALTHY,original_healthy,Original healthy recording,-0.9074465,3.4456336291004237,3.4456336291004237,5.4024535,10.1837,1.5679129244540309,1.5561614999999998,1.868550700641476,1.868550700641476,3.3482615,5.711399999999999,1.7919029432011329,10.8047705,2.138901512828431,2.138901512828431,3.1450295,6.2896,1.4703947241783422,4.465285266187957,0.8308583901520711,5.645299961491396,2.7079074578727944,1434.74,8.258474435390594,1434.7637680120029,1420,1461,41.0,3034.52065,3034.9,2.1987428402385256,3025.57,3037.05,11.480000000000018,0.0724576660975606,-0.8615390384735364,99.0,47.25844018782752,5634.579693514415,69.60692129276883,healthy_cc_02A_2.csv
healthy,HEALTHY,,healthy_cc_02A_2.csv,2,0,22,22.0,HEALTHY,original_healthy,Original healthy recording,-0.9350195000000002,3.720016415215093,3.7200164152150927,6.7036805,12.3601,1.802056698616044,1.5343284999999998,1.877083577105119,1.877083577105119,3.3419285,5.6814,1.780383431383486,10.8314765,2.2054197495936574,2.2054197495936574,3.720523500000001,7.228099999999999,1.686991104838658,4.714429038261712,0.8813435214410363,6.893101359166623,4.040667859881364,1431.235,9.465187531158588,1431.2662977238024,1403,1459,56.0,3046.705,3028.31,29.75342255943005,3023.13,3095.02,71.88999999999987,0.976577074558582,87.47308182704754,99.0,48.19563879567336,7133.053292737768,65.45984613042403,healthy_cc_02A_2.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,0,0.0,HEALTHY,original_healthy,Original healthy recording,-0.9548905,3.7671116185825646,3.7671116185825646,5.9715095,11.0396,1.5851692502402874,1.5277555,1.884928742226016,1.884928742226016,3.3652555,5.7496,1.785348923071641,10.8275595,2.167258313240429,2.167258313240429,3.2618595000000017,6.426,1.5050626314695976,4.737203278986374,0.8388668452072343,6.047645280479894,2.636709081793272,1336.415,8.375725341724143,1336.4412463703743,1321,1357,36.0,3032.8493,3032.29,1.566344633214569,3030.61,3036.9,6.289999999999964,0.0516459763831512,2.941300532513132,99.0,49.694783398406535,6297.612129662455,72.21836243041456,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,1,1.0,HEALTHY,original_healthy,Original healthy recording,-0.8872424999999999,3.8232751190757575,3.8232751190757575,6.017657499999999,11.1175,1.5739535640466058,1.5608355,1.896021538034247,1.896021538034247,3.3660355,5.7197,1.7753150122386432,10.8137635,2.1655500570796677,2.1655500570796677,3.2509365,6.4571000000000005,1.5012058896408151,4.785596865444399,0.8387486344899324,6.122170655192384,2.701391163716976,1346.24,5.955871053003078,1346.2531745552171,1321,1364,43.0,3034.3422,3034.29,0.8296445986083839,3032.6,3036.59,3.990000000000237,0.0273418271218184,-0.5166039150964089,99.0,51.365259871255816,5624.332591574484,69.12870919776682,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,2,2.0,HEALTHY,original_healthy,Original healthy recording,-0.9686925000000002,3.769207441836248,3.769207441836248,5.9912075,11.2192,1.5895138679555558,1.5160135000000003,1.9202082634880389,1.9202082634880389,3.3344135,5.7329,1.7364853403677536,10.8092775,2.1679955710157133,2.1679955710157137,3.261422500000002,6.45,1.5043492448058895,4.753349272955361,0.8118353963405516,6.064753359588892,2.6389672796147288,1347.645,5.492629151872535,1347.6561931739118,1337,1362,25.0,3034.95245,3034.44,1.744413224411054,3032.45,3041.05,8.600000000000364,0.0574774482681286,3.5700277506928093,99.0,50.51438634450561,5016.6114976336685,67.85281578221344,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,3,3.0,HEALTHY,original_healthy,Original healthy recording,-0.9012115000000002,3.7579928530823135,3.7579928530823135,6.012088499999999,11.0816,1.5998137130752843,1.5392199999999996,1.9022657033127628,1.9022657033127628,3.34802,5.7437000000000005,1.7600170124338996,10.8279365,2.170819476998893,2.170819476998893,3.2143365,6.3781,1.480701888875506,4.738521108060563,0.8933240274907701,6.125018090419366,2.7695985801696423,1348.17,5.8788689388350885,1348.1828177216917,1321,1362,41.0,3034.97825,3034.75,1.3119700596813024,3031.99,3037.82,5.830000000000382,0.0432283183472996,0.6878316957934354,99.0,49.39286828497583,5888.947627153297,70.87727689184157,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,4,4.0,HEALTHY,original_healthy,Original healthy recording,-0.9454034999999998,3.793697940392428,3.793697940392428,5.8923965,10.9618,1.5532065527047412,1.5486410000000002,1.8690814278727932,1.8690814278727932,3.363441,5.7521,1.7995154998827103,10.801118999999998,2.220162289189464,2.220162289189464,3.3563189999999983,6.676200000000001,1.511744891958021,4.776476738904498,0.8214951769496299,6.049342769330751,2.6208977718057453,1348.24,5.608243931927355,1348.251664193299,1331,1359,28.0,3033.18605,3032.75,0.9197488230490668,3031.99,3034.9,2.910000000000309,0.0303228620957513,-1.819006975174578,99.0,48.917484692134686,5451.762561010824,70.70314889802916,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,5,5.0,HEALTHY,original_healthy,Original healthy recording,-0.922384,3.777754626659069,3.777754626659069,5.893916,10.9655,1.560163796348097,1.529248,1.883884706211078,1.883884706211078,3.280648,5.6324000000000005,1.7414271633417164,10.837536999999998,2.2660292015177124,2.2660292015177124,3.3616369999999973,6.669,1.4834923564747016,4.791173128542842,0.7657968104897868,6.0003117473618826,2.587146223756411,1351.36,4.885734335798458,1351.3688319626142,1339,1363,24.0,3032.8330999999994,3032.91,0.5000703850459753,3031.68,3033.83,2.150000000000091,0.0164885560318494,-0.3309172729322838,99.0,49.50147744232702,4373.918292337216,67.55265211079724,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,6,6.0,HEALTHY,original_healthy,Original healthy recording,-0.929812,3.736800031076857,3.736800031076857,5.893688,10.9762,1.5772018708481916,1.5430945,1.89453527917,1.89453527917,4.6088945,6.9588,2.4327308922002056,10.725591,2.3709360336624434,2.3709360336624434,10.726791,14.0911,4.5242852812988215,4.813966770969109,0.9575273547577492,12.16104624081149,8.756453866626991,1353.355,4.683905955503377,1353.3631053785973,1327,1363,36.0,3033.0446,3032.91,0.6646719792499801,3031.83,3035.05,3.2200000000002547,0.0219143490092424,-1.1873516837913671,99.0,50.00961884111622,5213.57042662425,64.90221510411284,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,7,7.0,HEALTHY,original_healthy,Original healthy recording,-0.9211535,3.772262900460114,3.772262900460114,5.8855465,10.9499,1.5602164152668476,1.5321724999999995,1.8595956194543344,1.8595956194543344,3.3230724999999994,5.6755,1.786986625068033,10.8428085,2.2366174348953263,2.2366174348953263,3.3346085,6.575699999999999,1.4909159018319371,4.763456812878569,0.8018734291753311,5.974691435730447,2.58840720051174,1353.995,3.8980732420004633,1354.0006111520038,1339,1365,26.0,3031.37205,3031.53,0.5145107360394874,3030.15,3032.14,1.9899999999997815,0.0169728666608075,0.8607110177755245,99.0,48.607258795052765,4719.167331807287,66.9723503320171,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,8,8.0,HEALTHY,original_healthy,Original healthy recording,-0.9205385,3.71600374726234,3.71600374726234,5.8753615,11.0133,1.5810967640515716,1.550777,1.8706136512307932,1.8706136512307932,3.360777,5.7305,1.796617381568201,10.7914365,2.259737111970716,2.259737111970716,3.327163500000001,6.629500000000001,1.4723675078728,4.734373358434725,0.8296409485547188,6.02267770783424,2.6344689447496066,1354.68,3.850662280699257,1354.6854727205132,1341,1367,26.0,3032.43825,3032.29,0.6058270689726867,3031.37,3033.98,2.6100000000001278,0.0199782161754715,0.4973509337727055,99.0,49.35884053926673,5864.921795208337,70.83073064424674,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,9,9.0,HEALTHY,original_healthy,Original healthy recording,-0.9519915,3.744108596378816,3.744108596378816,5.8380085,10.9631,1.5592519153013715,1.5264465,1.8562336129075323,1.8562336129075323,3.3436465,5.7389,1.8013069458227524,10.831357,2.2692265648345917,2.2692265648345917,3.360256999999999,6.639100000000001,1.4807939639314662,4.755348736918934,0.8072275933245284,5.941305526715783,2.5177626392111576,1353.965,4.65121220758632,1353.9729890215683,1338,1365,27.0,3032.3921,3032.29,0.8824763962849123,3030.92,3034.13,3.2100000000000364,0.0291016585976764,-0.4115142878576517,99.0,47.83290583078796,5654.701052693506,71.79976572594785,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,10,10.0,HEALTHY,original_healthy,Original healthy recording,-0.8903685000000001,3.74369582955904,3.74369582955904,5.9163315,10.957,1.5803451373603898,1.5585649999999998,1.864997034870297,1.864997034870297,3.337465,5.697,1.7895283143075382,10.8014385,2.253572629774277,2.253572629774277,3.317161500000001,6.6343000000000005,1.4719567748443303,4.751006419907312,0.8104349504682768,6.011911139130342,2.603348179450779,1354.485,4.547502061571825,1354.4926337931852,1333,1367,34.0,3031.23105,3031.22,0.614451297907232,3030.0,3032.14,2.1399999999998727,0.0202706850046033,0.546015150378204,99.0,49.66127360859197,5604.974000947516,70.90935015536327,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,11,11.0,HEALTHY,original_healthy,Original healthy recording,-0.9572729999999998,3.7428999756700687,3.7428999756700687,5.8482270000000005,10.9415,1.562485516047761,1.5247715,1.8657317012201275,1.8657317012201275,3.2820715,5.6575,1.7591336942249696,10.8259055,2.2563284059107507,2.2563284059107507,3.3799055,6.6618,1.4979670030062513,4.7519756821903565,0.7925664043279843,5.939726950624204,2.500091998689405,1354.355,4.361074982157496,1354.362021396052,1341,1365,24.0,3031.6344,3031.68,0.4072942916368102,3030.61,3032.29,1.6799999999998363,0.0134348090138049,-0.4367929198235586,99.0,50.28171063755728,5725.7269759094,70.1976896204921,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,12,12.0,HEALTHY,original_healthy,Original healthy recording,-0.892673,3.729110000492209,3.729110000492209,5.861326999999999,10.919899999999998,1.5717763753888614,1.5616614999999998,1.8714450744725988,1.8714450744725983,3.3656615,5.7401,1.798429217030852,10.802460000000002,2.2427742347592634,2.2427742347592634,3.334139999999998,6.646299999999999,1.4866141889479485,4.736940397623633,0.8070814847669332,6.008449346146745,2.6288733912063558,1354.57,4.849237053393039,1354.578679885373,1333,1379,46.0,3030.59065,3030.46,1.0003109903924674,3028.93,3032.29,3.3600000000001278,0.0330071298277273,2.9734298357474214,99.0,50.0078565743917,5482.967705711102,69.77432093634519,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,13,13.0,HEALTHY,original_healthy,Original healthy recording,-0.9120375,3.7407830395177615,3.7407830395177615,5.8791625,10.9308,1.5716395305186968,1.390642,2.904828630510929,2.904828630510929,31.388742,33.9294,10.805712140918637,10.7609485,2.355418762406751,2.355418762406751,10.6053485,13.9055,4.502532063200315,5.289563750223405,2.1547953724106126,33.14450713995341,29.74530226793959,1354.08,4.455737873798233,1354.0873310093407,1331,1365,34.0,3031.07505,3030.92,0.8364759395821807,3029.69,3032.91,3.2199999999998,0.0275966752978347,0.6045766144151924,99.0,50.45506690132111,4779.296534195713,61.27197523141688,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,14,14.005,HEALTHY,original_healthy,Original healthy recording,-0.921607,3.752002853537161,3.752002853537161,5.837193,10.9858,1.5557538807565263,1.5004755,1.8782340761070624,1.8782340761070624,3.3104755,5.6922,1.7625468210338748,10.7817775,2.3825152622268235,2.3825152622268235,11.3982775,14.6944,4.7841361945134295,4.825108043592858,0.9594641141086282,12.47080590104968,9.09670151193314,1353.29,4.527239777171075,1353.2975725981337,1336,1365,29.0,3031.3533499999994,3031.37,0.5711893534546041,3030.3,3032.6,2.299999999999727,0.018842717674421,0.3594194854875876,99.0,52.84714258025058,5059.169928882695,57.33744799313838,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,15,15.005,HEALTHY,original_healthy,Original healthy recording,-0.9308275,3.712445998273072,3.712445998273072,5.795672499999999,10.9223,1.5611466140372106,1.5431875000000002,1.876895981026586,1.876895981026586,3.3064875,5.668200000000001,1.7616786084178655,10.797466,2.253602264762795,2.253602264762795,3.310766,6.606800000000001,1.469099517588778,4.731143305949578,0.7978181365464959,5.955351342244091,2.5173969219283565,1353.355,4.9476231667337,1353.3640437812733,1339,1372,33.0,3031.4079792746115,3031.68,0.7957774310556842,3030.0,3032.75,2.75,0.0262510832093971,-1.6147718008964742,99.0,46.01528496030536,4196.361081053957,64.68062068799331,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,16,16.005,HEALTHY,original_healthy,Original healthy recording,-0.9329909999999998,3.7273274263363287,3.7273274263363287,5.804309000000001,10.8781,1.5572307812263175,1.519635,1.8800030033154205,1.8800030033154205,3.338035,5.7401,1.7755476954628866,10.8332415,2.242883147720306,2.2428831477203066,3.3417414999999995,6.5732,1.4899311644463449,4.738977300000681,0.7813805700464689,5.880175757486188,2.54118534672903,1353.075,5.045728391421798,1353.0844079361789,1335,1369,34.0,3031.2413,3031.37,0.7312135871274966,3030.0,3032.14,2.1399999999998727,0.0241225793250935,0.9766264156604664,99.0,49.70660099225946,4434.0805165773,66.89139732212804,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,17,17.005,HEALTHY,original_healthy,Original healthy recording,-0.926637,3.711148841832001,3.711148841832001,5.860963,10.926,1.5792853506535047,1.552957,1.8695903482182932,1.8695903482182932,3.343857,5.6982,1.7885506325953555,10.792276499999998,2.2371573827064,2.2371573827064,3.3012235000000025,6.570900000000001,1.475633107227507,4.719413835571082,0.7939454708993922,5.9630973873374105,2.574168022084977,1353.115,4.715058324135557,1353.12321501037,1335,1365,30.0,3029.6412,3029.92,0.8071899156952372,3027.86,3030.61,2.75,0.0266430861745356,-2.064780619516941,99.0,49.42752152171379,5035.254856374631,68.65037982155351,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,18,18.005,HEALTHY,original_healthy,Original healthy recording,-0.9318205,3.706511345973428,3.706511345973428,5.830579500000001,10.884,1.573063982748645,1.5254185,1.8720692548641864,1.8720692548641864,3.2947185,5.6958,1.759934089745533,10.833538,2.241776443750804,2.2417764437508034,3.364837999999999,6.6427,1.5009694697166849,4.718943873007339,0.7879851434813139,5.899283525395817,2.5418963585045,1353.24,4.748936723099182,1353.2483327165048,1327,1365,38.0,3029.49785,3029.39,0.5409176254293128,3028.47,3030.76,2.2900000000004184,0.0178550258891688,1.5739458486463147,99.0,48.491469280831154,4690.759701016491,68.7466846340262,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,19,19.005,HEALTHY,original_healthy,Original healthy recording,-0.922517,3.7250858235631297,3.7250858235631297,5.860283,10.9116,1.573194089363156,1.563789,1.8601930985999813,1.8601930985999813,3.348689,5.7377,1.8001835414400205,10.7960975,2.247282032777317,2.247282032777317,3.3129975,6.613999999999999,1.4742241746602724,4.731475382143898,0.8187167749599574,5.988771045616643,2.5974899103793634,1353.04,4.649559118884284,1353.0479888015798,1340,1365,25.0,3030.0331999999994,3030.075,0.4526121518475311,3029.23,3030.76,1.5300000000002,0.0149375311084885,-0.9375114377866424,99.0,49.89387946739561,5510.687106672233,68.77550121076733,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_02A_3.csv,3,0,20,20.005,HEALTHY,original_healthy,Original healthy recording,-0.924736,3.6953772368871896,3.6953772368871896,5.805364,10.8445,1.5709800726299226,1.522559,1.875176903099812,1.875176903099812,3.317059,5.705399999999999,1.768931237643044,10.8378085,2.240839210804236,2.240839210804236,3.353508500000001,6.612799999999999,1.4965413331893764,4.710993707223642,0.7928973182731787,5.8930699209197615,2.533513129235888,1353.215,4.508744281948134,1353.2225112670865,1338,1365,27.0,3028.9643500000006,3028.85,0.8666340505080773,3027.25,3030.46,3.2100000000000364,0.0286115632396953,-1.963892597315936,99.0,48.58634731393801,4163.7178891638505,64.45535724593134,healthy_cc_02A_3.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,0,0.0,HEALTHY,original_healthy,Original healthy recording,-0.8723215000000001,2.8859756225560447,2.8859756225560447,4.5241785,8.4587,1.567642659432111,1.53857,1.8539411991214825,1.8539411991214825,3.14627,5.5881,1.697071083748992,10.808601,1.9660673720142448,1.9660673720142448,2.9161990000000007,5.6671,1.4832650404102588,3.953653269456839,0.8328881924933457,5.140448996436327,3.1326233538659243,1245.645,3.72947382347698,1245.6505830288042,1237,1255,18.0,3008.3038,3008.27,0.9472484151477956,3006.61,3010.23,3.619999999999891,0.031487791065111,2.98757068926795,100.0,71.58780645623985,7060.758337653646,79.95718323656598,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,1,1.0,HEALTHY,original_healthy,Original healthy recording,-0.997532,2.7415716892279143,2.7415716892279143,4.4265680000000005,8.505400000000002,1.6146096114840671,1.4587295,1.963245438191504,1.963245438191504,3.4207295,6.001,1.742385049497987,10.8225305,1.959399830616444,1.959399830616444,2.8495694999999994,5.588100000000001,1.454307311593214,3.899973804267857,0.9649176177466016,5.054416079788495,3.16186686567952,1248.84,4.258450422395452,1248.8472604766364,1240,1261,21.0,3010.9592,3010.99,0.8054708933288749,3009.03,3012.35,3.319999999999709,0.0267513054753075,1.1273141828554865,100.0,102.67680355965312,15411.302235449995,79.24018434048052,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,2,2.005,HEALTHY,original_healthy,Original healthy recording,-0.9217645,2.820087462028394,2.820087462028394,4.5490355,8.4983,1.6130831264105656,1.4843680000000004,1.9578335846991692,1.9578335846991692,3.449968,5.9519,1.762135467979575,10.8100515,1.912881309359718,1.9128813093597183,2.9015485000000005,5.535400000000001,1.5168471173839897,3.930028058750153,0.8962249243963434,5.101784586067556,3.201846757548818,1249.285,4.438893443190544,1249.292885995914,1231,1260,29.0,3020.9576683937826,3010.39,102.38079723634768,3009.33,4021.45,1012.12,3.389017936513579,-49.85572309390785,100.0,63.98026436738761,7397.042585125882,72.59883948646996,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,3,3.005,HEALTHY,original_healthy,Original healthy recording,-0.864253,2.956297778217039,2.956297778217039,4.594547,8.582,1.554155685484092,1.5256385,1.8979315335037117,1.8979315335037117,3.4481385,5.8933,1.8167876127936504,10.812444,1.9158476050208169,1.9158476050208169,2.8596559999999998,5.5725,1.4926322910578933,4.001538792142687,0.7822716474335566,5.1051500553879166,3.2042298077638227,1249.12,4.278504411590573,1249.1273273769973,1237,1260,23.0,3011.18335,3011.29,0.7802161735698899,3009.93,3012.65,2.7200000000002547,0.0259106166208673,1.7968724218104488,99.0,32.5011097496473,1953.707507458677,67.4993878163853,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,4,4.005,HEALTHY,original_healthy,Original healthy recording,-0.8891354999999999,2.905683709196469,2.905683709196469,4.6139645,8.590399999999999,1.5879100968205293,1.5146175,1.891502487268719,1.891502487268719,3.3821175,5.880199999999999,1.7880587114023256,10.8176595,1.922505991540664,1.922505991540664,2.8616404999999983,5.573699999999999,1.4884949709346436,3.964443058582536,0.8985195633860725,5.148200461657135,3.316390514908634,1247.775,4.328322423295196,1247.7825070900778,1235,1261,26.0,3011.211,3011.14,0.7435986820860202,3009.93,3013.11,3.180000000000291,0.0246943399876667,-0.1498717467930678,100.0,73.62122304059044,7872.4838946546415,78.0149612126309,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,5,5.005,HEALTHY,original_healthy,Original healthy recording,-0.9359405,2.8408878560249,2.8408878560249,4.5192595,8.5964,1.5907912346542097,1.4819375,1.9220080889641828,1.9220080889641828,3.4284375,5.9161,1.7837789131510204,10.825884500000004,1.9541021900376012,1.9541021900376012,2.839015499999997,5.602399999999999,1.452849044678348,3.94756561359824,0.945508441257003,5.114493453958733,3.225894201420827,1247.83,4.61206027714296,1247.8385232072296,1223,1258,35.0,3012.2038499999994,3012.35,0.8777913633090777,3010.39,3013.71,3.320000000000164,0.0291411672987894,-1.3376359408991705,100.0,99.71318594791164,14028.749372902896,79.49361606373289,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,6,6.005,HEALTHY,original_healthy,Original healthy recording,-0.99989,2.773170429580555,2.773170429580555,4.31881,8.2935,1.557354699131573,1.475793,1.9595227856422084,1.9595227856422084,3.452193,5.9412,1.7617519047468428,10.8094415,1.9292261989792048,1.9292261989792048,2.8614584999999995,5.560499999999999,1.483215654812307,3.905395947375727,1.0079673455306075,5.085457860504917,3.1609852574078365,1247.97,4.346159223958552,1247.9775679073723,1235,1261,26.0,3013.251849999999,3012.425,2.0025052003677573,3010.84,3016.89,6.049999999999727,0.0664566156449139,5.88405460136609,100.0,103.0195850838331,15257.25965380559,77.74780858211109,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,7,7.005,HEALTHY,original_healthy,Original healthy recording,-0.8730585000000001,2.944405524164046,2.944405524164046,4.6252415,8.6574,1.5708574997709135,1.493381,1.92385343522811,1.92385343522811,3.429081,5.7449,1.7824024102924536,10.8147455,1.8770096655264592,1.877009665526459,2.8465545000000017,5.594000000000001,1.5165369429259743,3.986715592495469,0.7573673537039778,5.114894967734284,3.3207534331407884,1248.105,4.1041412012746346,1248.111747801454,1240,1259,19.0,3009.665650000001,3008.73,2.6774884831684984,3007.37,3016.59,9.220000000000256,0.0889629877381395,-6.444780619515239,99.0,28.719558132547416,2136.743030771756,65.73625325871099,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,8,8.005,HEALTHY,original_healthy,Original healthy recording,-0.9029355,2.8786238201595133,2.8786238201595133,4.5366645000000005,8.5233,1.5759837976150042,1.529665,1.8812845712637416,1.8812845712637416,3.263065,5.7377,1.7344877270789798,10.799998,1.9392890719786984,1.9392890719786984,2.8601019999999995,5.5916,1.4748198405933244,3.947980349591517,0.9336945082453768,5.117384402259543,3.3024278735819967,1248.445,4.133639437590076,1248.451843284313,1238,1259,21.0,3009.9689000000003,3010.23,1.1974359231290694,3007.82,3011.75,3.929999999999836,0.0397823353965241,3.873129828245316,100.0,83.43288161813084,9677.31949933011,79.66056013011588,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,9,9.005,HEALTHY,original_healthy,Original healthy recording,-0.9711515,2.675797810802929,2.675797810802929,4.348748499999999,8.2396,1.6252156580900503,1.4712415,1.974352687320011,1.9743526873200112,3.4093415,5.94,1.726814829941982,10.804029999999996,1.9179485927417343,1.9179485927417343,2.8297700000000034,5.568900000000001,1.475414935889813,3.838813522773085,1.033566554311525,5.056572040332711,3.172923666173003,1248.86,4.200047618777673,1248.867062581122,1237,1259,22.0,3009.2844,3009.255,1.159895960851655,3007.22,3011.75,4.5300000000002,0.038543912993124,-0.7891277281951871,100.0,107.96899734193498,16329.716485850502,80.18552538406678,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,10,10.005,HEALTHY,original_healthy,Original healthy recording,-0.8919649999999999,2.901307057581979,2.901307057581979,4.574035,8.5952,1.576542885402869,1.4867450000000002,1.9175988281116048,1.9175988281116048,3.4212450000000003,5.852600000000001,1.7841296885695024,10.827456,1.8944593297730092,1.8944593297730092,2.870944,5.596399999999999,1.515442403476664,3.960270705408154,0.8288384445105774,5.116610623741658,3.2834163991746053,1248.915,4.313673028869944,1248.9224495540143,1235,1260,25.0,3010.62885,3010.54,0.5719669374185902,3009.33,3011.75,2.4200000000000728,0.0189982547140804,-0.4967929198228986,99.0,34.66391139956141,3093.9077790225747,67.27455836737502,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,11,11.006,HEALTHY,original_healthy,Original healthy recording,-0.8994415000000001,2.9454922269338533,2.9454922269338533,4.5760585,8.604700000000001,1.5535802329254509,1.4954365,1.902550727449271,1.902550727449271,3.4610365,5.9543,1.819155962606145,10.827634499999998,1.9304664400242109,1.9304664400242104,2.851665500000001,5.6037,1.47718988575851,4.00278957797,0.811992254087102,5.08893101338039,3.1010508807907127,1248.415,4.127078264341495,1248.4218217413536,1237,1260,23.0,3011.8081500000008,3011.9,0.8231336935759623,3009.78,3013.26,3.480000000000018,0.0273302166864766,2.1453701342527927,100.0,41.921197447824674,3412.991297763717,74.39889344137764,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,12,12.006,HEALTHY,original_healthy,Original healthy recording,-0.9969525,2.7241308763886054,2.7241308763886054,4.3576475,8.3509,1.5996468957383412,1.5167345,1.8993039825840807,1.8993039825840807,3.4452345,5.9256,1.8139458094078325,10.7935175,1.9474310508317747,1.9474310508317747,2.6939174999999995,5.2995,1.3833185513034674,3.849770427921287,1.0709458675453285,5.098175271697978,3.1723389260671384,1247.855,4.171807162369805,1247.8619735371376,1235,1257,22.0,3008.6296,3007.97,1.763412555246205,3006.31,3012.05,5.7400000000002365,0.0586118196552412,-5.311044776116251,100.0,100.1620171946662,12733.061429207526,79.56633367421497,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,13,13.005,HEALTHY,original_healthy,Original healthy recording,-0.8224955,3.020316721724685,3.020316721724685,4.6028045,8.4695,1.523947626715012,1.5326920000000002,1.873761777851176,1.873761777851176,3.398992,5.7677,1.8139936678065625,10.819566,1.8435783818010016,1.8435783818010016,2.814234000000001,5.533000000000001,1.526506292209155,4.004007685995339,0.5714123047983373,4.968278156951385,2.4257917587300986,1248.855,4.436662597042963,1248.8628807839557,1237,1267,30.0,3007.10035,3007.37,0.9840454143482976,3004.96,3008.57,3.6100000000001273,0.032724063044597,-2.485488637216568,99.0,21.795050155710864,1163.4072247989782,65.37708045919653,healthy_cc_03A_1.csv
healthy,HEALTHY,,healthy_cc_03A_1.csv,1,0,14,14.005,HEALTHY,original_healthy,Original healthy recording,-1.0279445,2.471948147306037,2.471948147306037,3.6144555,7.1958,1.4621890446768,1.4414409999999998,2.033407244926358,2.0334072449263574,3.434641,5.9831,1.6891063059649865,10.7929945,1.841022468553752,1.841022468553752,2.594205500000001,5.1081,1.409111265240519,3.692510852578297,1.1383180874657066,4.917133232717159,3.114498508544925,1247.69,4.234843562636051,1247.6971868205842,1238,1268,30.0,3004.9148,3004.96,0.8020529658320925,3003.75,3006.61,2.8600000000001278,0.0266913712772186,-1.3242331058262613,100.0,113.42068070025388,17315.759803423676,82.94043746726896,healthy_cc_03A_1.csv
